Epoch 00000 | Loss 2.0759 | Test Acc 0.2536 | Time(s) nan
Epoch 00001 | Loss 6.0023 | Test Acc 0.2294 | Time(s) nan
Epoch 00002 | Loss 2.7033 | Test Acc 0.1686 | Time(s) nan
Epoch 00003 | Loss 2.0733 | Test Acc 0.2261 | Time(s) 0.0116
Epoch 00004 | Loss 1.9878 | Test Acc 0.2863 | Time(s) 0.0116
Epoch 00005 | Loss 1.8979 | Test Acc 0.2536 | Time(s) 0.0116
Epoch 00006 | Loss 1.9330 | Test Acc 0.2359 | Time(s) 0.0116
Epoch 00007 | Loss 1.9077 | Test Acc 0.2967 | Time(s) 0.0116
Epoch 00008 | Loss 1.8993 | Test Acc 0.4510 | Time(s) 0.0117
Epoch 00009 | Loss 1.7848 | Test Acc 0.4601 | Time(s) 0.0120
Epoch 00010 | Loss 1.7564 | Test Acc 0.4418 | Time(s) 0.0119
Epoch 00011 | Loss 1.6447 | Test Acc 0.5163 | Time(s) 0.0119
Epoch 00012 | Loss 1.5539 | Test Acc 0.6059 | Time(s) 0.0118
Epoch 00013 | Loss 1.4318 | Test Acc 0.5137 | Time(s) 0.0118
Epoch 00014 | Loss 1.4016 | Test Acc 0.4386 | Time(s) 0.0118
Epoch 00015 | Loss 1.5365 | Test Acc 0.6203 | Time(s) 0.0117
Epoch 00016 | Loss 1.2194 | Test Acc 0.5791 | Time(s) 0.0117
Epoch 00017 | Loss 1.2614 | Test Acc 0.5412 | Time(s) 0.0117
Epoch 00018 | Loss 1.1368 | Test Acc 0.6137 | Time(s) 0.0118
Epoch 00019 | Loss 0.9580 | Test Acc 0.6248 | Time(s) 0.0118
Epoch 00020 | Loss 0.9640 | Test Acc 0.7490 | Time(s) 0.0118
Epoch 00021 | Loss 0.8642 | Test Acc 0.7418 | Time(s) 0.0118
Epoch 00022 | Loss 0.7860 | Test Acc 0.7837 | Time(s) 0.0118
Epoch 00023 | Loss 0.7193 | Test Acc 0.8072 | Time(s) 0.0118
Epoch 00024 | Loss 0.6533 | Test Acc 0.7059 | Time(s) 0.0118
Epoch 00025 | Loss 0.8466 | Test Acc 0.6059 | Time(s) 0.0118
Epoch 00026 | Loss 1.2664 | Test Acc 0.8307 | Time(s) 0.0118
Epoch 00027 | Loss 0.6083 | Test Acc 0.6595 | Time(s) 0.0118
Epoch 00028 | Loss 0.9962 | Test Acc 0.7876 | Time(s) 0.0117
Epoch 00029 | Loss 0.6342 | Test Acc 0.7739 | Time(s) 0.0117
Epoch 00030 | Loss 0.7114 | Test Acc 0.7111 | Time(s) 0.0117
Epoch 00031 | Loss 0.7901 | Test Acc 0.8340 | Time(s) 0.0117
Epoch 00032 | Loss 0.5315 | Test Acc 0.7810 | Time(s) 0.0117
Epoch 00033 | Loss 0.6634 | Test Acc 0.7967 | Time(s) 0.0117
Epoch 00034 | Loss 0.6286 | Test Acc 0.8163 | Time(s) 0.0117
Epoch 00035 | Loss 0.5833 | Test Acc 0.8529 | Time(s) 0.0117
Epoch 00036 | Loss 0.5467 | Test Acc 0.8425 | Time(s) 0.0117
Epoch 00037 | Loss 0.5365 | Test Acc 0.8458 | Time(s) 0.0117
Epoch 00038 | Loss 0.5330 | Test Acc 0.8542 | Time(s) 0.0117
Epoch 00039 | Loss 0.5160 | Test Acc 0.8928 | Time(s) 0.0117
Epoch 00040 | Loss 0.4542 | Test Acc 0.8967 | Time(s) 0.0117
Epoch 00041 | Loss 0.4386 | Test Acc 0.8928 | Time(s) 0.0116
Epoch 00042 | Loss 0.4455 | Test Acc 0.8954 | Time(s) 0.0116
Epoch 00043 | Loss 0.4308 | Test Acc 0.9007 | Time(s) 0.0116
Epoch 00044 | Loss 0.4074 | Test Acc 0.9020 | Time(s) 0.0116
Epoch 00045 | Loss 0.3986 | Test Acc 0.8961 | Time(s) 0.0116
