Epoch 00000 | Loss 3.7077 | Test Acc 0.3896 | Time(s) nan
Epoch 00001 | Loss 3.0664 | Test Acc 0.3835 | Time(s) nan
Epoch 00002 | Loss 2.6387 | Test Acc 0.5238 | Time(s) nan
Epoch 00003 | Loss 2.2566 | Test Acc 0.6192 | Time(s) 0.6215
Epoch 00004 | Loss 1.9247 | Test Acc 0.7011 | Time(s) 0.6079
Epoch 00005 | Loss 1.5817 | Test Acc 0.7638 | Time(s) 0.6038
Epoch 00006 | Loss 1.3570 | Test Acc 0.8130 | Time(s) 0.6014
Epoch 00007 | Loss 1.1522 | Test Acc 0.8453 | Time(s) 0.5999
Epoch 00008 | Loss 0.9943 | Test Acc 0.8451 | Time(s) 0.5990
Epoch 00009 | Loss 0.8600 | Test Acc 0.8518 | Time(s) 0.5985
Epoch 00010 | Loss 0.7583 | Test Acc 0.8803 | Time(s) 0.5986
Epoch 00011 | Loss 0.6690 | Test Acc 0.9003 | Time(s) 0.5980
Epoch 00012 | Loss 0.6130 | Test Acc 0.8927 | Time(s) 0.5976
Epoch 00013 | Loss 0.5685 | Test Acc 0.9039 | Time(s) 0.5973
Epoch 00014 | Loss 0.5385 | Test Acc 0.9016 | Time(s) 0.5970
Epoch 00015 | Loss 0.5169 | Test Acc 0.9173 | Time(s) 0.5968
Epoch 00016 | Loss 0.4848 | Test Acc 0.9169 | Time(s) 0.5966
Epoch 00017 | Loss 0.4760 | Test Acc 0.9207 | Time(s) 0.5964
Epoch 00018 | Loss 0.4615 | Test Acc 0.9197 | Time(s) 0.5962
Epoch 00019 | Loss 0.4600 | Test Acc 0.9236 | Time(s) 0.5960
Epoch 00020 | Loss 0.4405 | Test Acc 0.9261 | Time(s) 0.5959
Epoch 00021 | Loss 0.4257 | Test Acc 0.9279 | Time(s) 0.5958
Epoch 00022 | Loss 0.4177 | Test Acc 0.9281 | Time(s) 0.5959
Epoch 00023 | Loss 0.4083 | Test Acc 0.9302 | Time(s) 0.5957
Epoch 00024 | Loss 0.3942 | Test Acc 0.9306 | Time(s) 0.5956
Epoch 00025 | Loss 0.3855 | Test Acc 0.9307 | Time(s) 0.5956
Epoch 00026 | Loss 0.3769 | Test Acc 0.9317 | Time(s) 0.5955
Epoch 00027 | Loss 0.3670 | Test Acc 0.9325 | Time(s) 0.5954
Epoch 00028 | Loss 0.3595 | Test Acc 0.9332 | Time(s) 0.5955
Epoch 00029 | Loss 0.3519 | Test Acc 0.9344 | Time(s) 0.5954
Epoch 00030 | Loss 0.3468 | Test Acc 0.9347 | Time(s) 0.5954
Epoch 00031 | Loss 0.3414 | Test Acc 0.9353 | Time(s) 0.5953
Epoch 00032 | Loss 0.3347 | Test Acc 0.9356 | Time(s) 0.5952
Epoch 00033 | Loss 0.3298 | Test Acc 0.9364 | Time(s) 0.5952
