Epoch 00000 | Loss 3.7272 | Test Acc 0.2673 | Time(s) nan
Epoch 00001 | Loss 3.3800 | Test Acc 0.2521 | Time(s) nan
Epoch 00002 | Loss 3.0826 | Test Acc 0.3292 | Time(s) nan
Epoch 00003 | Loss 2.7505 | Test Acc 0.4860 | Time(s) 0.5907
Epoch 00004 | Loss 2.4324 | Test Acc 0.5741 | Time(s) 0.5928
Epoch 00005 | Loss 2.1299 | Test Acc 0.6110 | Time(s) 0.5922
Epoch 00006 | Loss 1.8569 | Test Acc 0.6653 | Time(s) 0.5918
Epoch 00007 | Loss 1.6095 | Test Acc 0.6573 | Time(s) 0.5920
Epoch 00008 | Loss 1.5081 | Test Acc 0.7758 | Time(s) 0.5918
Epoch 00009 | Loss 1.2609 | Test Acc 0.7680 | Time(s) 0.5916
Epoch 00010 | Loss 1.1513 | Test Acc 0.7769 | Time(s) 0.5916
Epoch 00011 | Loss 1.0476 | Test Acc 0.8227 | Time(s) 0.5916
Epoch 00012 | Loss 0.9805 | Test Acc 0.8142 | Time(s) 0.5915
Epoch 00013 | Loss 0.8947 | Test Acc 0.8373 | Time(s) 0.5916
Epoch 00014 | Loss 0.8123 | Test Acc 0.8683 | Time(s) 0.5916
Epoch 00015 | Loss 0.7320 | Test Acc 0.8550 | Time(s) 0.5917
Epoch 00016 | Loss 0.7052 | Test Acc 0.8736 | Time(s) 0.5916
Epoch 00017 | Loss 0.6618 | Test Acc 0.8913 | Time(s) 0.5915
Epoch 00018 | Loss 0.6145 | Test Acc 0.8894 | Time(s) 0.5915
Epoch 00019 | Loss 0.5850 | Test Acc 0.8922 | Time(s) 0.5915
Epoch 00020 | Loss 0.5756 | Test Acc 0.8991 | Time(s) 0.5914
Epoch 00021 | Loss 0.5430 | Test Acc 0.9010 | Time(s) 0.5913
Epoch 00022 | Loss 0.5475 | Test Acc 0.9086 | Time(s) 0.5913
Epoch 00023 | Loss 0.5208 | Test Acc 0.9100 | Time(s) 0.5913
Epoch 00024 | Loss 0.4954 | Test Acc 0.9084 | Time(s) 0.5913
Epoch 00025 | Loss 0.4960 | Test Acc 0.9111 | Time(s) 0.5913
Epoch 00026 | Loss 0.4762 | Test Acc 0.9159 | Time(s) 0.5913
Epoch 00027 | Loss 0.4615 | Test Acc 0.9169 | Time(s) 0.5913
Epoch 00028 | Loss 0.4538 | Test Acc 0.9157 | Time(s) 0.5913
Epoch 00029 | Loss 0.4406 | Test Acc 0.9181 | Time(s) 0.5913
Epoch 00030 | Loss 0.4262 | Test Acc 0.9190 | Time(s) 0.5912
Epoch 00031 | Loss 0.4197 | Test Acc 0.9214 | Time(s) 0.5912
Epoch 00032 | Loss 0.4119 | Test Acc 0.9233 | Time(s) 0.5914
Epoch 00033 | Loss 0.4036 | Test Acc 0.9240 | Time(s) 0.5914
Epoch 00034 | Loss 0.3957 | Test Acc 0.9251 | Time(s) 0.5916
Epoch 00035 | Loss 0.3880 | Test Acc 0.9264 | Time(s) 0.5916
Epoch 00036 | Loss 0.3830 | Test Acc 0.9283 | Time(s) 0.5916
Epoch 00037 | Loss 0.3755 | Test Acc 0.9280 | Time(s) 0.5916
Epoch 00038 | Loss 0.3689 | Test Acc 0.9278 | Time(s) 0.5915
Epoch 00039 | Loss 0.3650 | Test Acc 0.9287 | Time(s) 0.5915
Epoch 00040 | Loss 0.3587 | Test Acc 0.9292 | Time(s) 0.5915
Epoch 00041 | Loss 0.3553 | Test Acc 0.9295 | Time(s) 0.5915
Epoch 00042 | Loss 0.3506 | Test Acc 0.9307 | Time(s) 0.5914
Epoch 00043 | Loss 0.3453 | Test Acc 0.9314 | Time(s) 0.5914
Epoch 00044 | Loss 0.3424 | Test Acc 0.9314 | Time(s) 0.5914
Epoch 00045 | Loss 0.3390 | Test Acc 0.9313 | Time(s) 0.5914
Epoch 00046 | Loss 0.3355 | Test Acc 0.9323 | Time(s) 0.5914
Epoch 00047 | Loss 0.3323 | Test Acc 0.9330 | Time(s) 0.5913
Epoch 00048 | Loss 0.3294 | Test Acc 0.9334 | Time(s) 0.5913
Epoch 00049 | Loss 0.3260 | Test Acc 0.9340 | Time(s) 0.5913
Epoch 00050 | Loss 0.3230 | Test Acc 0.9349 | Time(s) 0.5913
Epoch 00051 | Loss 0.3209 | Test Acc 0.9352 | Time(s) 0.5915
Epoch 00052 | Loss 0.3183 | Test Acc 0.9354 | Time(s) 0.5915
Epoch 00053 | Loss 0.3160 | Test Acc 0.9358 | Time(s) 0.5915
Epoch 00054 | Loss 0.3135 | Test Acc 0.9360 | Time(s) 0.5915
Epoch 00055 | Loss 0.3116 | Test Acc 0.9360 | Time(s) 0.5914
Epoch 00056 | Loss 0.3096 | Test Acc 0.9364 | Time(s) 0.5914
Epoch 00057 | Loss 0.3074 | Test Acc 0.9371 | Time(s) 0.5914
Epoch 00058 | Loss 0.3057 | Test Acc 0.9374 | Time(s) 0.5914
Epoch 00059 | Loss 0.3035 | Test Acc 0.9375 | Time(s) 0.5914
Epoch 00060 | Loss 0.3016 | Test Acc 0.9377 | Time(s) 0.5914
Epoch 00061 | Loss 0.2997 | Test Acc 0.9376 | Time(s) 0.5914
Epoch 00062 | Loss 0.2980 | Test Acc 0.9379 | Time(s) 0.5914
Epoch 00063 | Loss 0.2961 | Test Acc 0.9384 | Time(s) 0.5914
Epoch 00064 | Loss 0.2944 | Test Acc 0.9383 | Time(s) 0.5914
Epoch 00065 | Loss 0.2927 | Test Acc 0.9387 | Time(s) 0.5914
Epoch 00066 | Loss 0.2912 | Test Acc 0.9389 | Time(s) 0.5913
Epoch 00067 | Loss 0.2895 | Test Acc 0.9389 | Time(s) 0.5913
Epoch 00068 | Loss 0.2880 | Test Acc 0.9390 | Time(s) 0.5913
Epoch 00069 | Loss 0.2865 | Test Acc 0.9393 | Time(s) 0.5914
Epoch 00070 | Loss 0.2850 | Test Acc 0.9393 | Time(s) 0.5914
Epoch 00071 | Loss 0.2836 | Test Acc 0.9396 | Time(s) 0.5914
Epoch 00072 | Loss 0.2823 | Test Acc 0.9396 | Time(s) 0.5915
Epoch 00073 | Loss 0.2809 | Test Acc 0.9401 | Time(s) 0.5915
Epoch 00074 | Loss 0.2796 | Test Acc 0.9400 | Time(s) 0.5915
Epoch 00075 | Loss 0.2782 | Test Acc 0.9404 | Time(s) 0.5915
Epoch 00076 | Loss 0.2769 | Test Acc 0.9405 | Time(s) 0.5915
Epoch 00077 | Loss 0.2756 | Test Acc 0.9408 | Time(s) 0.5915
Epoch 00078 | Loss 0.2744 | Test Acc 0.9410 | Time(s) 0.5914
Epoch 00079 | Loss 0.2732 | Test Acc 0.9412 | Time(s) 0.5914
Epoch 00080 | Loss 0.2720 | Test Acc 0.9413 | Time(s) 0.5914
Epoch 00081 | Loss 0.2709 | Test Acc 0.9408 | Time(s) 0.5914
Epoch 00082 | Loss 0.2699 | Test Acc 0.9410 | Time(s) 0.5914
Epoch 00083 | Loss 0.2693 | Test Acc 0.9404 | Time(s) 0.5914
Epoch 00084 | Loss 0.2700 | Test Acc 0.9406 | Time(s) 0.5914
Epoch 00085 | Loss 0.2715 | Test Acc 0.9375 | Time(s) 0.5914
Epoch 00086 | Loss 0.2761 | Test Acc 0.9412 | Time(s) 0.5914
Epoch 00087 | Loss 0.2687 | Test Acc 0.9406 | Time(s) 0.5915
Epoch 00088 | Loss 0.2677 | Test Acc 0.9366 | Time(s) 0.5915
Epoch 00089 | Loss 0.2767 | Test Acc 0.9412 | Time(s) 0.5915
Epoch 00090 | Loss 0.2691 | Test Acc 0.9400 | Time(s) 0.5915
Epoch 00091 | Loss 0.2733 | Test Acc 0.9363 | Time(s) 0.5915
Epoch 00092 | Loss 0.2781 | Test Acc 0.9385 | Time(s) 0.5915
Epoch 00093 | Loss 0.2726 | Test Acc 0.9393 | Time(s) 0.5915
Epoch 00094 | Loss 0.2748 | Test Acc 0.9388 | Time(s) 0.5915
Epoch 00095 | Loss 0.2671 | Test Acc 0.9396 | Time(s) 0.5915
Epoch 00096 | Loss 0.2661 | Test Acc 0.9407 | Time(s) 0.5915
Epoch 00097 | Loss 0.2648 | Test Acc 0.9414 | Time(s) 0.5915
Epoch 00098 | Loss 0.2636 | Test Acc 0.9405 | Time(s) 0.5915
Epoch 00099 | Loss 0.2630 | Test Acc 0.9411 | Time(s) 0.5915
Best Test Acc 0.9414 at Epoch 00097
