Epoch 00000 | Loss 3.7186 | Test Acc 0.3458 | Time(s) nan
Epoch 00001 | Loss 3.0904 | Test Acc 0.3411 | Time(s) nan
Epoch 00002 | Loss 2.8155 | Test Acc 0.4529 | Time(s) nan
Epoch 00003 | Loss 2.3974 | Test Acc 0.5615 | Time(s) 0.5923
Epoch 00004 | Loss 2.1386 | Test Acc 0.6328 | Time(s) 0.5918
Epoch 00005 | Loss 1.8231 | Test Acc 0.6997 | Time(s) 0.5923
Epoch 00006 | Loss 1.5727 | Test Acc 0.7195 | Time(s) 0.5934
Epoch 00007 | Loss 1.4002 | Test Acc 0.7503 | Time(s) 0.5929
Epoch 00008 | Loss 1.1976 | Test Acc 0.8044 | Time(s) 0.5927
Epoch 00009 | Loss 1.0289 | Test Acc 0.8210 | Time(s) 0.5925
Epoch 00010 | Loss 0.9067 | Test Acc 0.8165 | Time(s) 0.5925
Epoch 00011 | Loss 0.8162 | Test Acc 0.8431 | Time(s) 0.5924
Epoch 00012 | Loss 0.7324 | Test Acc 0.8612 | Time(s) 0.5925
Epoch 00013 | Loss 0.6900 | Test Acc 0.8886 | Time(s) 0.5924
Epoch 00014 | Loss 0.6274 | Test Acc 0.8893 | Time(s) 0.5924
Epoch 00015 | Loss 0.6030 | Test Acc 0.8834 | Time(s) 0.5923
Epoch 00016 | Loss 0.5790 | Test Acc 0.8942 | Time(s) 0.5923
Epoch 00017 | Loss 0.5437 | Test Acc 0.9044 | Time(s) 0.5922
Epoch 00018 | Loss 0.5287 | Test Acc 0.9066 | Time(s) 0.5922
Epoch 00019 | Loss 0.5066 | Test Acc 0.9161 | Time(s) 0.5922
Epoch 00020 | Loss 0.4783 | Test Acc 0.9171 | Time(s) 0.5922
Epoch 00021 | Loss 0.4768 | Test Acc 0.9193 | Time(s) 0.5922
Epoch 00022 | Loss 0.4592 | Test Acc 0.9213 | Time(s) 0.5921
Epoch 00023 | Loss 0.4402 | Test Acc 0.9236 | Time(s) 0.5921
Epoch 00024 | Loss 0.4249 | Test Acc 0.9233 | Time(s) 0.5921
Epoch 00025 | Loss 0.4154 | Test Acc 0.9217 | Time(s) 0.5923
Epoch 00026 | Loss 0.4090 | Test Acc 0.9237 | Time(s) 0.5923
