Epoch 00000 | Loss 2.3464 | Test Acc 0.3642 | Time(s) nan
Epoch 00001 | Loss 19.4217 | Test Acc 0.1559 | Time(s) nan
Epoch 00002 | Loss 2.5139 | Test Acc 0.1628 | Time(s) nan
Epoch 00003 | Loss 2.1557 | Test Acc 0.1599 | Time(s) 0.0174
Epoch 00004 | Loss 2.1582 | Test Acc 0.1596 | Time(s) 0.0194
Epoch 00005 | Loss 2.1098 | Test Acc 0.3581 | Time(s) 0.0186
Epoch 00006 | Loss 2.0249 | Test Acc 0.3642 | Time(s) 0.0182
Epoch 00007 | Loss 2.0233 | Test Acc 0.3642 | Time(s) 0.0179
Epoch 00008 | Loss 2.0125 | Test Acc 0.3646 | Time(s) 0.0177
Epoch 00009 | Loss 1.9878 | Test Acc 0.3719 | Time(s) 0.0179
Epoch 00010 | Loss 1.9771 | Test Acc 0.3642 | Time(s) 0.0182
Epoch 00011 | Loss 1.9588 | Test Acc 0.3642 | Time(s) 0.0183
Epoch 00012 | Loss 1.9451 | Test Acc 0.3642 | Time(s) 0.0181
Epoch 00013 | Loss 1.9123 | Test Acc 0.3642 | Time(s) 0.0180
Epoch 00014 | Loss 1.8918 | Test Acc 0.3839 | Time(s) 0.0179
Epoch 00015 | Loss 1.8471 | Test Acc 0.3642 | Time(s) 0.0178
Epoch 00016 | Loss 1.8220 | Test Acc 0.4286 | Time(s) 0.0178
Epoch 00017 | Loss 1.7568 | Test Acc 0.4773 | Time(s) 0.0177
Epoch 00018 | Loss 1.7120 | Test Acc 0.4835 | Time(s) 0.0177
Epoch 00019 | Loss 1.6307 | Test Acc 0.4500 | Time(s) 0.0176
Epoch 00020 | Loss 1.7400 | Test Acc 0.3700 | Time(s) 0.0176
Epoch 00021 | Loss 1.8910 | Test Acc 0.3730 | Time(s) 0.0176
Epoch 00022 | Loss 1.7228 | Test Acc 0.4642 | Time(s) 0.0184
Epoch 00023 | Loss 1.6572 | Test Acc 0.5093 | Time(s) 0.0194
Epoch 00024 | Loss 1.7077 | Test Acc 0.4693 | Time(s) 0.0198
Epoch 00025 | Loss 1.6806 | Test Acc 0.4497 | Time(s) 0.0198
Epoch 00026 | Loss 1.5623 | Test Acc 0.4395 | Time(s) 0.0196
Epoch 00027 | Loss 1.4928 | Test Acc 0.4617 | Time(s) 0.0195
Epoch 00028 | Loss 1.4248 | Test Acc 0.4787 | Time(s) 0.0194
Epoch 00029 | Loss 1.3970 | Test Acc 0.4784 | Time(s) 0.0193
Epoch 00030 | Loss 1.4314 | Test Acc 0.4798 | Time(s) 0.0192
Epoch 00031 | Loss 1.3887 | Test Acc 0.4816 | Time(s) 0.0191
Epoch 00032 | Loss 1.3681 | Test Acc 0.5398 | Time(s) 0.0191
Epoch 00033 | Loss 1.2564 | Test Acc 0.5300 | Time(s) 0.0190
Epoch 00034 | Loss 1.3012 | Test Acc 0.5802 | Time(s) 0.0189
Epoch 00035 | Loss 1.1865 | Test Acc 0.5896 | Time(s) 0.0189
Epoch 00036 | Loss 1.2561 | Test Acc 0.5958 | Time(s) 0.0188
Epoch 00037 | Loss 1.1922 | Test Acc 0.6238 | Time(s) 0.0187
Epoch 00038 | Loss 1.1543 | Test Acc 0.6496 | Time(s) 0.0187
Epoch 00039 | Loss 1.0864 | Test Acc 0.6529 | Time(s) 0.0187
Epoch 00040 | Loss 1.0389 | Test Acc 0.6434 | Time(s) 0.0186
Epoch 00041 | Loss 1.0267 | Test Acc 0.7088 | Time(s) 0.0186
Epoch 00042 | Loss 0.9559 | Test Acc 0.7256 | Time(s) 0.0185
Epoch 00043 | Loss 0.9090 | Test Acc 0.6623 | Time(s) 0.0185
Epoch 00044 | Loss 0.9506 | Test Acc 0.6001 | Time(s) 0.0184
Epoch 00045 | Loss 1.1273 | Test Acc 0.7099 | Time(s) 0.0184
Epoch 00046 | Loss 0.8557 | Test Acc 0.6819 | Time(s) 0.0184
Epoch 00047 | Loss 1.0684 | Test Acc 0.7285 | Time(s) 0.0183
Epoch 00048 | Loss 0.8056 | Test Acc 0.6768 | Time(s) 0.0183
Epoch 00049 | Loss 0.8844 | Test Acc 0.6743 | Time(s) 0.0184
Epoch 00050 | Loss 0.8816 | Test Acc 0.7546 | Time(s) 0.0184
Epoch 00051 | Loss 0.7480 | Test Acc 0.7503 | Time(s) 0.0184
Epoch 00052 | Loss 0.8036 | Test Acc 0.7419 | Time(s) 0.0184
Epoch 00053 | Loss 0.8047 | Test Acc 0.7590 | Time(s) 0.0184
Epoch 00054 | Loss 0.6946 | Test Acc 0.7615 | Time(s) 0.0183
Epoch 00055 | Loss 0.7159 | Test Acc 0.7666 | Time(s) 0.0183
Epoch 00056 | Loss 0.7303 | Test Acc 0.7743 | Time(s) 0.0183
Epoch 00057 | Loss 0.6719 | Test Acc 0.7710 | Time(s) 0.0183
Epoch 00058 | Loss 0.6435 | Test Acc 0.7684 | Time(s) 0.0182
Epoch 00059 | Loss 0.6670 | Test Acc 0.7812 | Time(s) 0.0182
Epoch 00060 | Loss 0.6381 | Test Acc 0.8084 | Time(s) 0.0182
Epoch 00061 | Loss 0.5934 | Test Acc 0.7935 | Time(s) 0.0182
Epoch 00062 | Loss 0.6067 | Test Acc 0.8081 | Time(s) 0.0181
Epoch 00063 | Loss 0.5991 | Test Acc 0.8142 | Time(s) 0.0181
Epoch 00064 | Loss 0.5686 | Test Acc 0.8153 | Time(s) 0.0181
Epoch 00065 | Loss 0.5655 | Test Acc 0.8161 | Time(s) 0.0181
Epoch 00066 | Loss 0.5767 | Test Acc 0.8059 | Time(s) 0.0181
Epoch 00067 | Loss 0.5641 | Test Acc 0.8241 | Time(s) 0.0180
Epoch 00068 | Loss 0.5584 | Test Acc 0.8182 | Time(s) 0.0180
Epoch 00069 | Loss 0.5467 | Test Acc 0.8350 | Time(s) 0.0180
Epoch 00070 | Loss 0.5283 | Test Acc 0.8339 | Time(s) 0.0180
Epoch 00071 | Loss 0.5332 | Test Acc 0.8244 | Time(s) 0.0180
Epoch 00072 | Loss 0.5375 | Test Acc 0.8302 | Time(s) 0.0180
Epoch 00073 | Loss 0.5313 | Test Acc 0.8281 | Time(s) 0.0179
Epoch 00074 | Loss 0.5322 | Test Acc 0.8379 | Time(s) 0.0179
Epoch 00075 | Loss 0.5224 | Test Acc 0.8419 | Time(s) 0.0179
Epoch 00076 | Loss 0.4934 | Test Acc 0.8408 | Time(s) 0.0179
Epoch 00077 | Loss 0.4913 | Test Acc 0.8437 | Time(s) 0.0179
Epoch 00078 | Loss 0.4960 | Test Acc 0.8462 | Time(s) 0.0179
Epoch 00079 | Loss 0.4909 | Test Acc 0.8441 | Time(s) 0.0179
Epoch 00080 | Loss 0.4846 | Test Acc 0.8499 | Time(s) 0.0179
Epoch 00081 | Loss 0.4759 | Test Acc 0.8477 | Time(s) 0.0178
Epoch 00082 | Loss 0.4706 | Test Acc 0.8430 | Time(s) 0.0178
Epoch 00083 | Loss 0.4737 | Test Acc 0.8517 | Time(s) 0.0178
