Epoch 00000 | Loss 2.0661 | Test Acc 0.2203 | Time(s) nan
Epoch 00001 | Loss 15.1174 | Test Acc 0.2536 | Time(s) nan
Epoch 00002 | Loss 5.6213 | Test Acc 0.2536 | Time(s) nan
Epoch 00003 | Loss 2.1474 | Test Acc 0.1961 | Time(s) 0.0114
Epoch 00004 | Loss 2.0488 | Test Acc 0.1654 | Time(s) 0.0114
Epoch 00005 | Loss 1.9496 | Test Acc 0.2562 | Time(s) 0.0114
Epoch 00006 | Loss 1.8961 | Test Acc 0.2967 | Time(s) 0.0124
Epoch 00007 | Loss 1.8047 | Test Acc 0.3882 | Time(s) 0.0121
Epoch 00008 | Loss 1.7361 | Test Acc 0.4588 | Time(s) 0.0120
Epoch 00009 | Loss 1.6509 | Test Acc 0.5412 | Time(s) 0.0122
Epoch 00010 | Loss 1.5348 | Test Acc 0.5699 | Time(s) 0.0121
Epoch 00011 | Loss 1.4084 | Test Acc 0.5693 | Time(s) 0.0120
Epoch 00012 | Loss 1.3027 | Test Acc 0.6542 | Time(s) 0.0119
Epoch 00013 | Loss 1.2229 | Test Acc 0.7301 | Time(s) 0.0119
Epoch 00014 | Loss 1.0777 | Test Acc 0.7438 | Time(s) 0.0119
Epoch 00015 | Loss 0.9545 | Test Acc 0.7562 | Time(s) 0.0118
Epoch 00016 | Loss 0.8739 | Test Acc 0.8144 | Time(s) 0.0117
Epoch 00017 | Loss 0.7617 | Test Acc 0.7948 | Time(s) 0.0117
Epoch 00018 | Loss 0.6898 | Test Acc 0.7706 | Time(s) 0.0117
Epoch 00019 | Loss 0.6708 | Test Acc 0.8431 | Time(s) 0.0116
Epoch 00020 | Loss 0.6071 | Test Acc 0.8817 | Time(s) 0.0116
Epoch 00021 | Loss 0.5253 | Test Acc 0.8673 | Time(s) 0.0116
Epoch 00022 | Loss 0.5033 | Test Acc 0.8837 | Time(s) 0.0115
Epoch 00023 | Loss 0.5103 | Test Acc 0.8627 | Time(s) 0.0115
Epoch 00024 | Loss 0.4866 | Test Acc 0.8804 | Time(s) 0.0115
Epoch 00025 | Loss 0.4931 | Test Acc 0.9137 | Time(s) 0.0115
Epoch 00026 | Loss 0.3987 | Test Acc 0.8627 | Time(s) 0.0114
