Epoch 00000 | Loss 2.1064 | Test Acc 0.2503 | Time(s) nan
Epoch 00001 | Loss 8.7483 | Test Acc 0.2765 | Time(s) nan
Epoch 00002 | Loss 3.0120 | Test Acc 0.1294 | Time(s) nan
Epoch 00003 | Loss 2.5970 | Test Acc 0.2876 | Time(s) 0.0119
Epoch 00004 | Loss 1.9507 | Test Acc 0.3216 | Time(s) 0.0120
Epoch 00005 | Loss 1.8652 | Test Acc 0.4601 | Time(s) 0.0118
Epoch 00006 | Loss 1.7625 | Test Acc 0.4235 | Time(s) 0.0117
Epoch 00007 | Loss 1.7126 | Test Acc 0.5222 | Time(s) 0.0117
Epoch 00008 | Loss 1.5442 | Test Acc 0.5412 | Time(s) 0.0116
Epoch 00009 | Loss 1.4486 | Test Acc 0.5418 | Time(s) 0.0118
Epoch 00010 | Loss 1.3331 | Test Acc 0.4712 | Time(s) 0.0117
Epoch 00011 | Loss 1.3949 | Test Acc 0.6294 | Time(s) 0.0118
Epoch 00012 | Loss 1.2839 | Test Acc 0.6556 | Time(s) 0.0117
Epoch 00013 | Loss 1.1927 | Test Acc 0.6588 | Time(s) 0.0117
Epoch 00014 | Loss 1.0587 | Test Acc 0.8431 | Time(s) 0.0116
Epoch 00015 | Loss 0.8904 | Test Acc 0.8052 | Time(s) 0.0116
Epoch 00016 | Loss 0.8301 | Test Acc 0.6111 | Time(s) 0.0116
Epoch 00017 | Loss 0.9353 | Test Acc 0.8118 | Time(s) 0.0115
Epoch 00018 | Loss 0.7030 | Test Acc 0.7752 | Time(s) 0.0118
Epoch 00019 | Loss 0.7393 | Test Acc 0.7882 | Time(s) 0.0119
Epoch 00020 | Loss 0.5966 | Test Acc 0.7843 | Time(s) 0.0118
Epoch 00021 | Loss 0.5884 | Test Acc 0.8856 | Time(s) 0.0118
Epoch 00022 | Loss 0.4976 | Test Acc 0.8673 | Time(s) 0.0117
Epoch 00023 | Loss 0.5659 | Test Acc 0.8869 | Time(s) 0.0117
Epoch 00024 | Loss 0.4319 | Test Acc 0.8758 | Time(s) 0.0117
Epoch 00025 | Loss 0.4632 | Test Acc 0.8562 | Time(s) 0.0117
Epoch 00026 | Loss 0.4651 | Test Acc 0.9092 | Time(s) 0.0116
Epoch 00027 | Loss 0.3811 | Test Acc 0.8908 | Time(s) 0.0116
Epoch 00028 | Loss 0.4250 | Test Acc 0.8928 | Time(s) 0.0116
Epoch 00029 | Loss 0.3922 | Test Acc 0.8961 | Time(s) 0.0116
Epoch 00030 | Loss 0.3837 | Test Acc 0.8961 | Time(s) 0.0115
