
 0.9569,00445
 0.9562,00188
 0.9595,00482
 0.9588,00356
 0.9569,00376
 0.9595,00453
 0.9536,00226
 0.9562,00364
 0.9614,00405
 0.9562,00221
 0.9608,00246
 0.9588,00437
 0.9595,00380
