Epoch 00000 | Loss 2.2526 | Test Acc 0.3642 | Time(s) nan
Epoch 00001 | Loss 16.1764 | Test Acc 0.1556 | Time(s) nan
Epoch 00002 | Loss 5.4414 | Test Acc 0.1018 | Time(s) nan
Epoch 00003 | Loss 2.7315 | Test Acc 0.1676 | Time(s) 0.0235
Epoch 00004 | Loss 2.2321 | Test Acc 0.1665 | Time(s) 0.0229
Epoch 00005 | Loss 2.1765 | Test Acc 0.1756 | Time(s) 0.0247
Epoch 00006 | Loss 2.1227 | Test Acc 0.3835 | Time(s) 0.0235
Epoch 00007 | Loss 2.0595 | Test Acc 0.3835 | Time(s) 0.0232
Epoch 00008 | Loss 2.0020 | Test Acc 0.3831 | Time(s) 0.0232
Epoch 00009 | Loss 1.9996 | Test Acc 0.3937 | Time(s) 0.0228
Epoch 00010 | Loss 1.9612 | Test Acc 0.4129 | Time(s) 0.0224
Epoch 00011 | Loss 1.9024 | Test Acc 0.5307 | Time(s) 0.0220
Epoch 00012 | Loss 1.8637 | Test Acc 0.4780 | Time(s) 0.0221
Epoch 00013 | Loss 1.7970 | Test Acc 0.5089 | Time(s) 0.0226
Epoch 00014 | Loss 1.7214 | Test Acc 0.5245 | Time(s) 0.0223
Epoch 00015 | Loss 1.6596 | Test Acc 0.5085 | Time(s) 0.0223
Epoch 00016 | Loss 1.6103 | Test Acc 0.5271 | Time(s) 0.0220
Epoch 00017 | Loss 1.5817 | Test Acc 0.5162 | Time(s) 0.0220
Epoch 00018 | Loss 1.5299 | Test Acc 0.5336 | Time(s) 0.0219
Epoch 00019 | Loss 1.4439 | Test Acc 0.5467 | Time(s) 0.0216
Epoch 00020 | Loss 1.4270 | Test Acc 0.5551 | Time(s) 0.0213
Epoch 00021 | Loss 1.3682 | Test Acc 0.5394 | Time(s) 0.0211
Epoch 00022 | Loss 1.3333 | Test Acc 0.5533 | Time(s) 0.0209
Epoch 00023 | Loss 1.3171 | Test Acc 0.6230 | Time(s) 0.0207
Epoch 00024 | Loss 1.2585 | Test Acc 0.6158 | Time(s) 0.0205
Epoch 00025 | Loss 1.2484 | Test Acc 0.6027 | Time(s) 0.0207
Epoch 00026 | Loss 1.1933 | Test Acc 0.6169 | Time(s) 0.0206
Epoch 00027 | Loss 1.1756 | Test Acc 0.6223 | Time(s) 0.0204
Epoch 00028 | Loss 1.1320 | Test Acc 0.6009 | Time(s) 0.0203
Epoch 00029 | Loss 1.1606 | Test Acc 0.6630 | Time(s) 0.0201
Epoch 00030 | Loss 1.1241 | Test Acc 0.6881 | Time(s) 0.0200
Epoch 00031 | Loss 1.0441 | Test Acc 0.6205 | Time(s) 0.0199
Epoch 00032 | Loss 1.0848 | Test Acc 0.7027 | Time(s) 0.0198
Epoch 00033 | Loss 0.9886 | Test Acc 0.7186 | Time(s) 0.0197
Epoch 00034 | Loss 0.9985 | Test Acc 0.7001 | Time(s) 0.0196
Epoch 00035 | Loss 0.9503 | Test Acc 0.6997 | Time(s) 0.0195
Epoch 00036 | Loss 0.9257 | Test Acc 0.7230 | Time(s) 0.0195
Epoch 00037 | Loss 0.9002 | Test Acc 0.7121 | Time(s) 0.0194
Epoch 00038 | Loss 0.8646 | Test Acc 0.7019 | Time(s) 0.0193
Epoch 00039 | Loss 0.8582 | Test Acc 0.7390 | Time(s) 0.0192
Epoch 00040 | Loss 0.8168 | Test Acc 0.7357 | Time(s) 0.0192
Epoch 00041 | Loss 0.8027 | Test Acc 0.7325 | Time(s) 0.0191
Epoch 00042 | Loss 0.7928 | Test Acc 0.7303 | Time(s) 0.0191
Epoch 00043 | Loss 0.7542 | Test Acc 0.7357 | Time(s) 0.0190
Epoch 00044 | Loss 0.7466 | Test Acc 0.7525 | Time(s) 0.0190
Epoch 00045 | Loss 0.7239 | Test Acc 0.7579 | Time(s) 0.0189
Epoch 00046 | Loss 0.7156 | Test Acc 0.7732 | Time(s) 0.0188
Epoch 00047 | Loss 0.6880 | Test Acc 0.7670 | Time(s) 0.0188
Epoch 00048 | Loss 0.6771 | Test Acc 0.7615 | Time(s) 0.0188
Epoch 00049 | Loss 0.6649 | Test Acc 0.7786 | Time(s) 0.0187
Epoch 00050 | Loss 0.6440 | Test Acc 0.7859 | Time(s) 0.0187
Epoch 00051 | Loss 0.6360 | Test Acc 0.7895 | Time(s) 0.0186
Epoch 00052 | Loss 0.6165 | Test Acc 0.7895 | Time(s) 0.0186
Epoch 00053 | Loss 0.6096 | Test Acc 0.8015 | Time(s) 0.0186
Epoch 00054 | Loss 0.5939 | Test Acc 0.7950 | Time(s) 0.0185
Epoch 00055 | Loss 0.5911 | Test Acc 0.8106 | Time(s) 0.0185
Epoch 00056 | Loss 0.5807 | Test Acc 0.8019 | Time(s) 0.0185
Epoch 00057 | Loss 0.5771 | Test Acc 0.8237 | Time(s) 0.0184
Epoch 00058 | Loss 0.5621 | Test Acc 0.8204 | Time(s) 0.0184
Epoch 00059 | Loss 0.5483 | Test Acc 0.8259 | Time(s) 0.0184
Epoch 00060 | Loss 0.5404 | Test Acc 0.8273 | Time(s) 0.0183
Epoch 00061 | Loss 0.5325 | Test Acc 0.8157 | Time(s) 0.0183
Epoch 00062 | Loss 0.5340 | Test Acc 0.8284 | Time(s) 0.0183
Epoch 00063 | Loss 0.5314 | Test Acc 0.7841 | Time(s) 0.0183
Epoch 00064 | Loss 0.6050 | Test Acc 0.8044 | Time(s) 0.0182
Epoch 00065 | Loss 0.6061 | Test Acc 0.8084 | Time(s) 0.0182
Epoch 00066 | Loss 0.5745 | Test Acc 0.8088 | Time(s) 0.0182
Epoch 00067 | Loss 0.5574 | Test Acc 0.8146 | Time(s) 0.0182
Epoch 00068 | Loss 0.5518 | Test Acc 0.8179 | Time(s) 0.0181
Epoch 00069 | Loss 0.5165 | Test Acc 0.8073 | Time(s) 0.0181
Epoch 00070 | Loss 0.5325 | Test Acc 0.8106 | Time(s) 0.0181
Epoch 00071 | Loss 0.5323 | Test Acc 0.8270 | Time(s) 0.0181
Epoch 00072 | Loss 0.4929 | Test Acc 0.8204 | Time(s) 0.0180
Epoch 00073 | Loss 0.5133 | Test Acc 0.8339 | Time(s) 0.0180
Epoch 00074 | Loss 0.4908 | Test Acc 0.8317 | Time(s) 0.0180
Epoch 00075 | Loss 0.5017 | Test Acc 0.8295 | Time(s) 0.0180
Epoch 00076 | Loss 0.4841 | Test Acc 0.8302 | Time(s) 0.0180
Epoch 00077 | Loss 0.4775 | Test Acc 0.8302 | Time(s) 0.0179
Epoch 00078 | Loss 0.4797 | Test Acc 0.8368 | Time(s) 0.0179
Epoch 00079 | Loss 0.4699 | Test Acc 0.8324 | Time(s) 0.0179
Epoch 00080 | Loss 0.4717 | Test Acc 0.8437 | Time(s) 0.0179
Epoch 00081 | Loss 0.4561 | Test Acc 0.8437 | Time(s) 0.0179
Epoch 00082 | Loss 0.4621 | Test Acc 0.8437 | Time(s) 0.0179
Epoch 00083 | Loss 0.4507 | Test Acc 0.8379 | Time(s) 0.0178
Epoch 00084 | Loss 0.4549 | Test Acc 0.8502 | Time(s) 0.0178
Epoch 00085 | Loss 0.4429 | Test Acc 0.8473 | Time(s) 0.0178
Epoch 00086 | Loss 0.4415 | Test Acc 0.8510 | Time(s) 0.0178
Epoch 00087 | Loss 0.4377 | Test Acc 0.8531 | Time(s) 0.0178
Epoch 00088 | Loss 0.4370 | Test Acc 0.8571 | Time(s) 0.0178
Epoch 00089 | Loss 0.4307 | Test Acc 0.8542 | Time(s) 0.0178
Epoch 00090 | Loss 0.4257 | Test Acc 0.8528 | Time(s) 0.0177
Epoch 00091 | Loss 0.4244 | Test Acc 0.8542 | Time(s) 0.0177
Epoch 00092 | Loss 0.4216 | Test Acc 0.8597 | Time(s) 0.0177
Epoch 00093 | Loss 0.4192 | Test Acc 0.8586 | Time(s) 0.0177
Epoch 00094 | Loss 0.4131 | Test Acc 0.8550 | Time(s) 0.0177
Epoch 00095 | Loss 0.4119 | Test Acc 0.8564 | Time(s) 0.0177
Epoch 00096 | Loss 0.4091 | Test Acc 0.8604 | Time(s) 0.0177
Epoch 00097 | Loss 0.4092 | Test Acc 0.8568 | Time(s) 0.0177
Epoch 00098 | Loss 0.4040 | Test Acc 0.8579 | Time(s) 0.0177
Epoch 00099 | Loss 0.4016 | Test Acc 0.8586 | Time(s) 0.0176
Epoch 00100 | Loss 0.3967 | Test Acc 0.8615 | Time(s) 0.0176
Epoch 00101 | Loss 0.3943 | Test Acc 0.8619 | Time(s) 0.0176
Epoch 00102 | Loss 0.3903 | Test Acc 0.8601 | Time(s) 0.0176
Epoch 00103 | Loss 0.3874 | Test Acc 0.8597 | Time(s) 0.0176
Epoch 00104 | Loss 0.3846 | Test Acc 0.8630 | Time(s) 0.0176
Epoch 00105 | Loss 0.3820 | Test Acc 0.8626 | Time(s) 0.0176
Epoch 00106 | Loss 0.3797 | Test Acc 0.8637 | Time(s) 0.0176
Epoch 00107 | Loss 0.3782 | Test Acc 0.8659 | Time(s) 0.0176
Epoch 00108 | Loss 0.3779 | Test Acc 0.8622 | Time(s) 0.0176
Epoch 00109 | Loss 0.3866 | Test Acc 0.8626 | Time(s) 0.0175
Epoch 00110 | Loss 0.4006 | Test Acc 0.8411 | Time(s) 0.0175
Epoch 00111 | Loss 0.4587 | Test Acc 0.8357 | Time(s) 0.0175
Epoch 00112 | Loss 0.4502 | Test Acc 0.8379 | Time(s) 0.0175
Epoch 00113 | Loss 0.4561 | Test Acc 0.8677 | Time(s) 0.0175
Epoch 00114 | Loss 0.3693 | Test Acc 0.8451 | Time(s) 0.0175
Epoch 00115 | Loss 0.4285 | Test Acc 0.8306 | Time(s) 0.0175
Epoch 00116 | Loss 0.4949 | Test Acc 0.8706 | Time(s) 0.0175
Epoch 00117 | Loss 0.3650 | Test Acc 0.8310 | Time(s) 0.0175
Epoch 00118 | Loss 0.4728 | Test Acc 0.8266 | Time(s) 0.0175
Epoch 00119 | Loss 0.5008 | Test Acc 0.8495 | Time(s) 0.0175
Epoch 00120 | Loss 0.4049 | Test Acc 0.8215 | Time(s) 0.0175
Epoch 00121 | Loss 0.4949 | Test Acc 0.8619 | Time(s) 0.0175
Epoch 00122 | Loss 0.3877 | Test Acc 0.8372 | Time(s) 0.0175
Epoch 00123 | Loss 0.4526 | Test Acc 0.8611 | Time(s) 0.0175
Epoch 00124 | Loss 0.3833 | Test Acc 0.8462 | Time(s) 0.0175
Epoch 00125 | Loss 0.4362 | Test Acc 0.8568 | Time(s) 0.0175
Epoch 00126 | Loss 0.3984 | Test Acc 0.8441 | Time(s) 0.0175
Epoch 00127 | Loss 0.4142 | Test Acc 0.8582 | Time(s) 0.0175
Epoch 00128 | Loss 0.3874 | Test Acc 0.8590 | Time(s) 0.0174
Epoch 00129 | Loss 0.3934 | Test Acc 0.8586 | Time(s) 0.0174
Epoch 00130 | Loss 0.3980 | Test Acc 0.8615 | Time(s) 0.0174
Epoch 00131 | Loss 0.3727 | Test Acc 0.8601 | Time(s) 0.0174
Epoch 00132 | Loss 0.3869 | Test Acc 0.8684 | Time(s) 0.0174
Epoch 00133 | Loss 0.3565 | Test Acc 0.8622 | Time(s) 0.0174
Epoch 00134 | Loss 0.3823 | Test Acc 0.8731 | Time(s) 0.0174
Epoch 00135 | Loss 0.3461 | Test Acc 0.8651 | Time(s) 0.0174
Epoch 00136 | Loss 0.3689 | Test Acc 0.8713 | Time(s) 0.0174
Epoch 00137 | Loss 0.3487 | Test Acc 0.8688 | Time(s) 0.0174
Epoch 00138 | Loss 0.3608 | Test Acc 0.8717 | Time(s) 0.0174
Epoch 00139 | Loss 0.3443 | Test Acc 0.8713 | Time(s) 0.0174
Epoch 00140 | Loss 0.3488 | Test Acc 0.8699 | Time(s) 0.0174
Epoch 00141 | Loss 0.3442 | Test Acc 0.8710 | Time(s) 0.0174
Epoch 00142 | Loss 0.3408 | Test Acc 0.8728 | Time(s) 0.0174
Epoch 00143 | Loss 0.3420 | Test Acc 0.8764 | Time(s) 0.0174
Epoch 00144 | Loss 0.3357 | Test Acc 0.8746 | Time(s) 0.0174
Epoch 00145 | Loss 0.3385 | Test Acc 0.8728 | Time(s) 0.0174
Epoch 00146 | Loss 0.3302 | Test Acc 0.8750 | Time(s) 0.0174
Epoch 00147 | Loss 0.3344 | Test Acc 0.8760 | Time(s) 0.0174
Epoch 00148 | Loss 0.3269 | Test Acc 0.8786 | Time(s) 0.0174
