Epoch 00000 | Loss 1.9464 | Test Acc 0.3080 | Time(s) nan
Epoch 00001 | Loss 1.9436 | Test Acc 0.0720 | Time(s) nan
Epoch 00002 | Loss 1.9339 | Test Acc 0.2220 | Time(s) nan
Epoch 00003 | Loss 1.9107 | Test Acc 0.3550 | Time(s) 0.0088
Epoch 00004 | Loss 1.8674 | Test Acc 0.3740 | Time(s) 0.0087
Epoch 00005 | Loss 1.7942 | Test Acc 0.4350 | Time(s) 0.0087
Epoch 00006 | Loss 1.6790 | Test Acc 0.5720 | Time(s) 0.0087
Epoch 00007 | Loss 1.5151 | Test Acc 0.5640 | Time(s) 0.0087
Epoch 00008 | Loss 1.3034 | Test Acc 0.6400 | Time(s) 0.0086
Epoch 00009 | Loss 1.0592 | Test Acc 0.7040 | Time(s) 0.0086
Epoch 00010 | Loss 0.8124 | Test Acc 0.7480 | Time(s) 0.0086
Epoch 00011 | Loss 0.5826 | Test Acc 0.7950 | Time(s) 0.0086
Epoch 00012 | Loss 0.3795 | Test Acc 0.7970 | Time(s) 0.0086
Epoch 00013 | Loss 0.2444 | Test Acc 0.7940 | Time(s) 0.0086
Epoch 00014 | Loss 0.1527 | Test Acc 0.8120 | Time(s) 0.0086
Epoch 00015 | Loss 0.1017 | Test Acc 0.7950 | Time(s) 0.0086
Epoch 00016 | Loss 0.0660 | Test Acc 0.7900 | Time(s) 0.0086
Epoch 00017 | Loss 0.0449 | Test Acc 0.8100 | Time(s) 0.0086
Epoch 00018 | Loss 0.0261 | Test Acc 0.8020 | Time(s) 0.0086
Epoch 00019 | Loss 0.0183 | Test Acc 0.7900 | Time(s) 0.0087
Epoch 00020 | Loss 0.0112 | Test Acc 0.7920 | Time(s) 0.0087
Epoch 00021 | Loss 0.0049 | Test Acc 0.7970 | Time(s) 0.0087
Epoch 00022 | Loss 0.0068 | Test Acc 0.7730 | Time(s) 0.0087
Epoch 00023 | Loss 0.0036 | Test Acc 0.7600 | Time(s) 0.0087
Epoch 00024 | Loss 0.0109 | Test Acc 0.7750 | Time(s) 0.0087
