Epoch 00000 | Loss 2.7244 | Test Acc 0.3163 | Time(s) nan
Epoch 00001 | Loss 2.0766 | Test Acc 0.4388 | Time(s) nan
Epoch 00002 | Loss 1.7172 | Test Acc 0.6807 | Time(s) nan
Epoch 00003 | Loss 1.2138 | Test Acc 0.7947 | Time(s) 0.0190
Epoch 00004 | Loss 0.9870 | Test Acc 0.8285 | Time(s) 0.0186
Epoch 00005 | Loss 0.7657 | Test Acc 0.8356 | Time(s) 0.0187
Epoch 00006 | Loss 0.6394 | Test Acc 0.8612 | Time(s) 0.0186
Epoch 00007 | Loss 0.5274 | Test Acc 0.8915 | Time(s) 0.0186
Epoch 00008 | Loss 0.4538 | Test Acc 0.8874 | Time(s) 0.0185
Epoch 00009 | Loss 0.4613 | Test Acc 0.9056 | Time(s) 0.0184
Epoch 00010 | Loss 0.4026 | Test Acc 0.9067 | Time(s) 0.0184
Epoch 00011 | Loss 0.3817 | Test Acc 0.9078 | Time(s) 0.0184
Epoch 00012 | Loss 0.3815 | Test Acc 0.9125 | Time(s) 0.0183
Epoch 00013 | Loss 0.3524 | Test Acc 0.9163 | Time(s) 0.0183
Epoch 00014 | Loss 0.3255 | Test Acc 0.9127 | Time(s) 0.0183
Epoch 00015 | Loss 0.3226 | Test Acc 0.9144 | Time(s) 0.0183
Epoch 00016 | Loss 0.3035 | Test Acc 0.9226 | Time(s) 0.0183
Epoch 00017 | Loss 0.2749 | Test Acc 0.9196 | Time(s) 0.0183
Epoch 00018 | Loss 0.2697 | Test Acc 0.9176 | Time(s) 0.0183
Epoch 00019 | Loss 0.2674 | Test Acc 0.9231 | Time(s) 0.0183
Epoch 00020 | Loss 0.2506 | Test Acc 0.9242 | Time(s) 0.0183
Epoch 00021 | Loss 0.2392 | Test Acc 0.9256 | Time(s) 0.0183
Epoch 00022 | Loss 0.2332 | Test Acc 0.9264 | Time(s) 0.0183
Epoch 00023 | Loss 0.2229 | Test Acc 0.9250 | Time(s) 0.0182
Epoch 00024 | Loss 0.2142 | Test Acc 0.9247 | Time(s) 0.0182
Epoch 00025 | Loss 0.2105 | Test Acc 0.9250 | Time(s) 0.0182
Epoch 00026 | Loss 0.2059 | Test Acc 0.9294 | Time(s) 0.0182
Epoch 00027 | Loss 0.1989 | Test Acc 0.9294 | Time(s) 0.0182
Epoch 00028 | Loss 0.1944 | Test Acc 0.9288 | Time(s) 0.0182
Epoch 00029 | Loss 0.1920 | Test Acc 0.9283 | Time(s) 0.0182
Epoch 00030 | Loss 0.1881 | Test Acc 0.9302 | Time(s) 0.0182
Epoch 00031 | Loss 0.1831 | Test Acc 0.9296 | Time(s) 0.0182
Epoch 00032 | Loss 0.1791 | Test Acc 0.9302 | Time(s) 0.0182
Epoch 00033 | Loss 0.1756 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00034 | Loss 0.1712 | Test Acc 0.9346 | Time(s) 0.0182
Epoch 00035 | Loss 0.1665 | Test Acc 0.9335 | Time(s) 0.0182
Epoch 00036 | Loss 0.1628 | Test Acc 0.9348 | Time(s) 0.0182
Epoch 00037 | Loss 0.1594 | Test Acc 0.9346 | Time(s) 0.0182
Epoch 00038 | Loss 0.1557 | Test Acc 0.9337 | Time(s) 0.0182
Epoch 00039 | Loss 0.1517 | Test Acc 0.9326 | Time(s) 0.0182
Epoch 00040 | Loss 0.1483 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00041 | Loss 0.1450 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00042 | Loss 0.1414 | Test Acc 0.9321 | Time(s) 0.0182
Epoch 00043 | Loss 0.1377 | Test Acc 0.9329 | Time(s) 0.0182
Epoch 00044 | Loss 0.1342 | Test Acc 0.9332 | Time(s) 0.0182
Epoch 00045 | Loss 0.1306 | Test Acc 0.9332 | Time(s) 0.0182
Epoch 00046 | Loss 0.1271 | Test Acc 0.9332 | Time(s) 0.0182
Epoch 00047 | Loss 0.1239 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00048 | Loss 0.1208 | Test Acc 0.9329 | Time(s) 0.0182
Epoch 00049 | Loss 0.1174 | Test Acc 0.9326 | Time(s) 0.0182
Epoch 00050 | Loss 0.1142 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00051 | Loss 0.1113 | Test Acc 0.9332 | Time(s) 0.0182
Epoch 00052 | Loss 0.1081 | Test Acc 0.9340 | Time(s) 0.0182
Epoch 00053 | Loss 0.1049 | Test Acc 0.9348 | Time(s) 0.0182
Epoch 00054 | Loss 0.1020 | Test Acc 0.9343 | Time(s) 0.0182
Epoch 00055 | Loss 0.0989 | Test Acc 0.9356 | Time(s) 0.0182
Epoch 00056 | Loss 0.0958 | Test Acc 0.9359 | Time(s) 0.0182
Epoch 00057 | Loss 0.0931 | Test Acc 0.9354 | Time(s) 0.0182
Epoch 00058 | Loss 0.0902 | Test Acc 0.9348 | Time(s) 0.0182
Epoch 00059 | Loss 0.0873 | Test Acc 0.9351 | Time(s) 0.0182
Epoch 00060 | Loss 0.0846 | Test Acc 0.9346 | Time(s) 0.0182
Epoch 00061 | Loss 0.0818 | Test Acc 0.9337 | Time(s) 0.0182
Epoch 00062 | Loss 0.0791 | Test Acc 0.9332 | Time(s) 0.0182
Epoch 00063 | Loss 0.0764 | Test Acc 0.9310 | Time(s) 0.0182
Epoch 00064 | Loss 0.0743 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00065 | Loss 0.0741 | Test Acc 0.9286 | Time(s) 0.0182
Epoch 00066 | Loss 0.0845 | Test Acc 0.9182 | Time(s) 0.0182
Epoch 00067 | Loss 0.1130 | Test Acc 0.9231 | Time(s) 0.0182
Epoch 00068 | Loss 0.1041 | Test Acc 0.9294 | Time(s) 0.0182
Epoch 00069 | Loss 0.0733 | Test Acc 0.9275 | Time(s) 0.0182
Epoch 00070 | Loss 0.0895 | Test Acc 0.9310 | Time(s) 0.0182
Epoch 00071 | Loss 0.0727 | Test Acc 0.9302 | Time(s) 0.0182
Epoch 00072 | Loss 0.0744 | Test Acc 0.9286 | Time(s) 0.0182
Epoch 00073 | Loss 0.0722 | Test Acc 0.9346 | Time(s) 0.0182
Epoch 00074 | Loss 0.0623 | Test Acc 0.9286 | Time(s) 0.0182
Epoch 00075 | Loss 0.0697 | Test Acc 0.9305 | Time(s) 0.0182
Epoch 00076 | Loss 0.0569 | Test Acc 0.9321 | Time(s) 0.0182
Epoch 00077 | Loss 0.0663 | Test Acc 0.9321 | Time(s) 0.0182
Epoch 00078 | Loss 0.0538 | Test Acc 0.9275 | Time(s) 0.0183
Epoch 00079 | Loss 0.0608 | Test Acc 0.9313 | Time(s) 0.0184
Epoch 00080 | Loss 0.0505 | Test Acc 0.9324 | Time(s) 0.0185
Epoch 00081 | Loss 0.0531 | Test Acc 0.9296 | Time(s) 0.0185
Epoch 00082 | Loss 0.0499 | Test Acc 0.9310 | Time(s) 0.0186
Epoch 00083 | Loss 0.0457 | Test Acc 0.9307 | Time(s) 0.0186
Epoch 00084 | Loss 0.0486 | Test Acc 0.9324 | Time(s) 0.0187
Epoch 00085 | Loss 0.0435 | Test Acc 0.9329 | Time(s) 0.0187
Epoch 00086 | Loss 0.0421 | Test Acc 0.9326 | Time(s) 0.0188
Epoch 00087 | Loss 0.0427 | Test Acc 0.9313 | Time(s) 0.0188
