Epoch 00000 | Loss 1.9470 | Test Acc 0.1900 | Time(s) nan
Epoch 00001 | Loss 1.9422 | Test Acc 0.2180 | Time(s) nan
Epoch 00002 | Loss 1.9277 | Test Acc 0.2370 | Time(s) nan
Epoch 00003 | Loss 1.8967 | Test Acc 0.2140 | Time(s) 0.0088
Epoch 00004 | Loss 1.8389 | Test Acc 0.3420 | Time(s) 0.0085
Epoch 00005 | Loss 1.7429 | Test Acc 0.6090 | Time(s) 0.0084
Epoch 00006 | Loss 1.5989 | Test Acc 0.6360 | Time(s) 0.0084
Epoch 00007 | Loss 1.4011 | Test Acc 0.6520 | Time(s) 0.0084
Epoch 00008 | Loss 1.1587 | Test Acc 0.7580 | Time(s) 0.0084
Epoch 00009 | Loss 0.8960 | Test Acc 0.7820 | Time(s) 0.0084
Epoch 00010 | Loss 0.6501 | Test Acc 0.7420 | Time(s) 0.0084
Epoch 00011 | Loss 0.4638 | Test Acc 0.7470 | Time(s) 0.0084
Epoch 00012 | Loss 0.3021 | Test Acc 0.7690 | Time(s) 0.0084
Epoch 00013 | Loss 0.2026 | Test Acc 0.7380 | Time(s) 0.0084
Epoch 00014 | Loss 0.1301 | Test Acc 0.7130 | Time(s) 0.0084
Epoch 00015 | Loss 0.0936 | Test Acc 0.7630 | Time(s) 0.0086
Epoch 00016 | Loss 0.0552 | Test Acc 0.7540 | Time(s) 0.0086
Epoch 00017 | Loss 0.0363 | Test Acc 0.7270 | Time(s) 0.0086
Epoch 00018 | Loss 0.0293 | Test Acc 0.7360 | Time(s) 0.0086
Epoch 00019 | Loss 0.0137 | Test Acc 0.7350 | Time(s) 0.0086
Epoch 00020 | Loss 0.0122 | Test Acc 0.7310 | Time(s) 0.0086
Epoch 00021 | Loss 0.0053 | Test Acc 0.7340 | Time(s) 0.0086
Epoch 00022 | Loss 0.0054 | Test Acc 0.7390 | Time(s) 0.0086
Epoch 00023 | Loss 0.0024 | Test Acc 0.7420 | Time(s) 0.0086
Epoch 00024 | Loss 0.0023 | Test Acc 0.7410 | Time(s) 0.0085
Epoch 00025 | Loss 0.0022 | Test Acc 0.7340 | Time(s) 0.0085
Epoch 00026 | Loss 0.0009 | Test Acc 0.7200 | Time(s) 0.0085
Epoch 00027 | Loss 0.0004 | Test Acc 0.7150 | Time(s) 0.0086
Epoch 00028 | Loss 0.0004 | Test Acc 0.7070 | Time(s) 0.0085
Epoch 00029 | Loss 0.0004 | Test Acc 0.6910 | Time(s) 0.0085
Epoch 00030 | Loss 0.0004 | Test Acc 0.6860 | Time(s) 0.0086
Epoch 00031 | Loss 0.0004 | Test Acc 0.6820 | Time(s) 0.0086
Epoch 00032 | Loss 0.0003 | Test Acc 0.6820 | Time(s) 0.0086
Epoch 00033 | Loss 0.0002 | Test Acc 0.6810 | Time(s) 0.0085
Epoch 00034 | Loss 0.0002 | Test Acc 0.6800 | Time(s) 0.0085
Epoch 00035 | Loss 0.0001 | Test Acc 0.6790 | Time(s) 0.0085
Epoch 00036 | Loss 0.0001 | Test Acc 0.6770 | Time(s) 0.0085
Epoch 00037 | Loss 0.0000 | Test Acc 0.6760 | Time(s) 0.0085
Epoch 00038 | Loss 0.0000 | Test Acc 0.6750 | Time(s) 0.0085
Epoch 00039 | Loss 0.0000 | Test Acc 0.6780 | Time(s) 0.0085
Epoch 00040 | Loss 0.0000 | Test Acc 0.6780 | Time(s) 0.0085
Epoch 00041 | Loss 0.0000 | Test Acc 0.6780 | Time(s) 0.0085
Epoch 00042 | Loss 0.0000 | Test Acc 0.6780 | Time(s) 0.0085
Epoch 00043 | Loss 0.0000 | Test Acc 0.6790 | Time(s) 0.0085
Epoch 00044 | Loss 0.0000 | Test Acc 0.6790 | Time(s) 0.0085
Epoch 00045 | Loss 0.0000 | Test Acc 0.6810 | Time(s) 0.0085
Epoch 00046 | Loss 0.0000 | Test Acc 0.6830 | Time(s) 0.0085
Epoch 00047 | Loss 0.0000 | Test Acc 0.6840 | Time(s) 0.0085
Epoch 00048 | Loss 0.0000 | Test Acc 0.6840 | Time(s) 0.0085
Epoch 00049 | Loss 0.0000 | Test Acc 0.6840 | Time(s) 0.0085
Epoch 00050 | Loss 0.0000 | Test Acc 0.6860 | Time(s) 0.0085
Epoch 00051 | Loss 0.0000 | Test Acc 0.6880 | Time(s) 0.0085
Epoch 00052 | Loss 0.0000 | Test Acc 0.6880 | Time(s) 0.0085
Epoch 00053 | Loss 0.0000 | Test Acc 0.6880 | Time(s) 0.0086
Epoch 00054 | Loss 0.0000 | Test Acc 0.6880 | Time(s) 0.0085
Epoch 00055 | Loss 0.0000 | Test Acc 0.6880 | Time(s) 0.0086
Epoch 00056 | Loss 0.0000 | Test Acc 0.6900 | Time(s) 0.0085
Epoch 00057 | Loss 0.0000 | Test Acc 0.6900 | Time(s) 0.0085
Epoch 00058 | Loss 0.0000 | Test Acc 0.6900 | Time(s) 0.0085
Epoch 00059 | Loss 0.0000 | Test Acc 0.6900 | Time(s) 0.0085
Epoch 00060 | Loss 0.0000 | Test Acc 0.6900 | Time(s) 0.0085
Epoch 00061 | Loss 0.0000 | Test Acc 0.6900 | Time(s) 0.0085
Epoch 00062 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0086
Epoch 00063 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0086
Epoch 00064 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0086
Epoch 00065 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0085
Epoch 00066 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0085
Epoch 00067 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0085
Epoch 00068 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0085
Epoch 00069 | Loss 0.0000 | Test Acc 0.6910 | Time(s) 0.0085
Epoch 00070 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00071 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00072 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00073 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00074 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00075 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00076 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00077 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00078 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00079 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00080 | Loss 0.0000 | Test Acc 0.6930 | Time(s) 0.0085
Epoch 00081 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00082 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00083 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00084 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00085 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00086 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00087 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00088 | Loss 0.0000 | Test Acc 0.6920 | Time(s) 0.0085
Epoch 00089 | Loss 0.0000 | Test Acc 0.6930 | Time(s) 0.0085
Epoch 00090 | Loss 0.0000 | Test Acc 0.6930 | Time(s) 0.0085
Epoch 00091 | Loss 0.0000 | Test Acc 0.6930 | Time(s) 0.0085
Epoch 00092 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00093 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00094 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00095 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00096 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00097 | Loss 0.0000 | Test Acc 0.6940 | Time(s) 0.0085
Epoch 00098 | Loss 0.0000 | Test Acc 0.6950 | Time(s) 0.0085
Epoch 00099 | Loss 0.0000 | Test Acc 0.6950 | Time(s) 0.0085
Best Test Acc 0.7820 at Epoch 00009
