Epoch 00000 | Loss 2.2749 | Test Acc 0.3642 | Time(s) nan
Epoch 00001 | Loss 16.0032 | Test Acc 0.1559 | Time(s) nan
Epoch 00002 | Loss 2.4224 | Test Acc 0.1570 | Time(s) nan
Epoch 00003 | Loss 2.1213 | Test Acc 0.1599 | Time(s) 0.0173
Epoch 00004 | Loss 2.0564 | Test Acc 0.3595 | Time(s) 0.0171
Epoch 00005 | Loss 2.0064 | Test Acc 0.3642 | Time(s) 0.0171
Epoch 00006 | Loss 2.0249 | Test Acc 0.1607 | Time(s) 0.0169
Epoch 00007 | Loss 2.0370 | Test Acc 0.1599 | Time(s) 0.0167
Epoch 00008 | Loss 2.0184 | Test Acc 0.3642 | Time(s) 0.0165
Epoch 00009 | Loss 2.0056 | Test Acc 0.3642 | Time(s) 0.0165
Epoch 00010 | Loss 1.9817 | Test Acc 0.3617 | Time(s) 0.0164
Epoch 00011 | Loss 1.9690 | Test Acc 0.3639 | Time(s) 0.0165
Epoch 00012 | Loss 1.9608 | Test Acc 0.3642 | Time(s) 0.0164
Epoch 00013 | Loss 1.9270 | Test Acc 0.3642 | Time(s) 0.0164
Epoch 00014 | Loss 1.8956 | Test Acc 0.3650 | Time(s) 0.0163
Epoch 00015 | Loss 1.8527 | Test Acc 0.3650 | Time(s) 0.0163
Epoch 00016 | Loss 1.8043 | Test Acc 0.3777 | Time(s) 0.0163
Epoch 00017 | Loss 1.7389 | Test Acc 0.4627 | Time(s) 0.0163
Epoch 00018 | Loss 1.6746 | Test Acc 0.4013 | Time(s) 0.0163
Epoch 00019 | Loss 1.6264 | Test Acc 0.5722 | Time(s) 0.0163
Epoch 00020 | Loss 1.5205 | Test Acc 0.5456 | Time(s) 0.0163
Epoch 00021 | Loss 1.4003 | Test Acc 0.5274 | Time(s) 0.0162
Epoch 00022 | Loss 1.3687 | Test Acc 0.6187 | Time(s) 0.0162
Epoch 00023 | Loss 1.2749 | Test Acc 0.5969 | Time(s) 0.0163
Epoch 00024 | Loss 1.2113 | Test Acc 0.5373 | Time(s) 0.0163
Epoch 00025 | Loss 1.2581 | Test Acc 0.6267 | Time(s) 0.0163
Epoch 00026 | Loss 1.1565 | Test Acc 0.6427 | Time(s) 0.0162
Epoch 00027 | Loss 1.0983 | Test Acc 0.6150 | Time(s) 0.0162
Epoch 00028 | Loss 1.0515 | Test Acc 0.5820 | Time(s) 0.0162
Epoch 00029 | Loss 1.0706 | Test Acc 0.5929 | Time(s) 0.0163
Epoch 00030 | Loss 1.2084 | Test Acc 0.6576 | Time(s) 0.0163
Epoch 00031 | Loss 1.1337 | Test Acc 0.5965 | Time(s) 0.0163
Epoch 00032 | Loss 1.1504 | Test Acc 0.6383 | Time(s) 0.0162
Epoch 00033 | Loss 1.0146 | Test Acc 0.6798 | Time(s) 0.0162
Epoch 00034 | Loss 1.0177 | Test Acc 0.6569 | Time(s) 0.0162
Epoch 00035 | Loss 1.0253 | Test Acc 0.6445 | Time(s) 0.0163
Epoch 00036 | Loss 0.9540 | Test Acc 0.6238 | Time(s) 0.0163
Epoch 00037 | Loss 1.0228 | Test Acc 0.7128 | Time(s) 0.0163
Epoch 00038 | Loss 0.9092 | Test Acc 0.6805 | Time(s) 0.0162
Epoch 00039 | Loss 0.9705 | Test Acc 0.6921 | Time(s) 0.0162
Epoch 00040 | Loss 0.8751 | Test Acc 0.6663 | Time(s) 0.0162
Epoch 00041 | Loss 0.8969 | Test Acc 0.6409 | Time(s) 0.0162
Epoch 00042 | Loss 0.8979 | Test Acc 0.7139 | Time(s) 0.0162
Epoch 00043 | Loss 0.8214 | Test Acc 0.7019 | Time(s) 0.0162
Epoch 00044 | Loss 0.8656 | Test Acc 0.7157 | Time(s) 0.0163
Epoch 00045 | Loss 0.8249 | Test Acc 0.7016 | Time(s) 0.0163
Epoch 00046 | Loss 0.8246 | Test Acc 0.7132 | Time(s) 0.0163
Epoch 00047 | Loss 0.7925 | Test Acc 0.7201 | Time(s) 0.0163
Epoch 00048 | Loss 0.8029 | Test Acc 0.7441 | Time(s) 0.0163
Epoch 00049 | Loss 0.7578 | Test Acc 0.7405 | Time(s) 0.0163
Epoch 00050 | Loss 0.7624 | Test Acc 0.7463 | Time(s) 0.0163
Epoch 00051 | Loss 0.7530 | Test Acc 0.7466 | Time(s) 0.0163
Epoch 00052 | Loss 0.7361 | Test Acc 0.7517 | Time(s) 0.0163
Epoch 00053 | Loss 0.7388 | Test Acc 0.7485 | Time(s) 0.0163
Epoch 00054 | Loss 0.7124 | Test Acc 0.7586 | Time(s) 0.0163
Epoch 00055 | Loss 0.6982 | Test Acc 0.7652 | Time(s) 0.0163
Epoch 00056 | Loss 0.6974 | Test Acc 0.7699 | Time(s) 0.0163
Epoch 00057 | Loss 0.6868 | Test Acc 0.7772 | Time(s) 0.0163
Epoch 00058 | Loss 0.6719 | Test Acc 0.7826 | Time(s) 0.0163
Epoch 00059 | Loss 0.6713 | Test Acc 0.7895 | Time(s) 0.0163
Epoch 00060 | Loss 0.6764 | Test Acc 0.7728 | Time(s) 0.0163
Epoch 00061 | Loss 0.7002 | Test Acc 0.7677 | Time(s) 0.0163
Epoch 00062 | Loss 0.7018 | Test Acc 0.7877 | Time(s) 0.0163
Epoch 00063 | Loss 0.6468 | Test Acc 0.7859 | Time(s) 0.0162
Epoch 00064 | Loss 0.6395 | Test Acc 0.7699 | Time(s) 0.0162
Epoch 00065 | Loss 0.6578 | Test Acc 0.6300 | Time(s) 0.0163
Epoch 00066 | Loss 1.0557 | Test Acc 0.5802 | Time(s) 0.0163
Epoch 00067 | Loss 1.4773 | Test Acc 0.3657 | Time(s) 0.0162
Epoch 00068 | Loss 2.2900 | Test Acc 0.7194 | Time(s) 0.0162
Epoch 00069 | Loss 0.9012 | Test Acc 0.5420 | Time(s) 0.0162
Epoch 00070 | Loss 1.6748 | Test Acc 0.6441 | Time(s) 0.0162
Epoch 00071 | Loss 1.4490 | Test Acc 0.6543 | Time(s) 0.0162
Epoch 00072 | Loss 1.3629 | Test Acc 0.6201 | Time(s) 0.0162
Epoch 00073 | Loss 1.1980 | Test Acc 0.5871 | Time(s) 0.0162
Epoch 00074 | Loss 1.2352 | Test Acc 0.6412 | Time(s) 0.0162
Epoch 00075 | Loss 1.0577 | Test Acc 0.6281 | Time(s) 0.0162
Epoch 00076 | Loss 1.1548 | Test Acc 0.7117 | Time(s) 0.0162
Epoch 00077 | Loss 0.8633 | Test Acc 0.6859 | Time(s) 0.0162
Epoch 00078 | Loss 0.9631 | Test Acc 0.6543 | Time(s) 0.0162
Epoch 00079 | Loss 1.0807 | Test Acc 0.6808 | Time(s) 0.0162
Epoch 00080 | Loss 0.9793 | Test Acc 0.7077 | Time(s) 0.0162
Epoch 00081 | Loss 0.8365 | Test Acc 0.7190 | Time(s) 0.0162
Epoch 00082 | Loss 0.8223 | Test Acc 0.7132 | Time(s) 0.0162
Epoch 00083 | Loss 0.8844 | Test Acc 0.7030 | Time(s) 0.0162
Epoch 00084 | Loss 0.9168 | Test Acc 0.6954 | Time(s) 0.0162
Epoch 00085 | Loss 0.8824 | Test Acc 0.6987 | Time(s) 0.0162
Epoch 00086 | Loss 0.8344 | Test Acc 0.7052 | Time(s) 0.0162
Epoch 00087 | Loss 0.8171 | Test Acc 0.7176 | Time(s) 0.0162
Epoch 00088 | Loss 0.7975 | Test Acc 0.7219 | Time(s) 0.0162
Epoch 00089 | Loss 0.7891 | Test Acc 0.7146 | Time(s) 0.0162
Epoch 00090 | Loss 0.7937 | Test Acc 0.7205 | Time(s) 0.0162
Epoch 00091 | Loss 0.7687 | Test Acc 0.7303 | Time(s) 0.0162
Epoch 00092 | Loss 0.7301 | Test Acc 0.7405 | Time(s) 0.0162
Epoch 00093 | Loss 0.7134 | Test Acc 0.7434 | Time(s) 0.0162
Epoch 00094 | Loss 0.7148 | Test Acc 0.7477 | Time(s) 0.0162
Epoch 00095 | Loss 0.7137 | Test Acc 0.7506 | Time(s) 0.0162
Epoch 00096 | Loss 0.6923 | Test Acc 0.7601 | Time(s) 0.0162
Epoch 00097 | Loss 0.6629 | Test Acc 0.7634 | Time(s) 0.0162
Epoch 00098 | Loss 0.6548 | Test Acc 0.7634 | Time(s) 0.0162
Epoch 00099 | Loss 0.6592 | Test Acc 0.7688 | Time(s) 0.0162
Epoch 00100 | Loss 0.6465 | Test Acc 0.7870 | Time(s) 0.0162
Epoch 00101 | Loss 0.6254 | Test Acc 0.7961 | Time(s) 0.0162
Epoch 00102 | Loss 0.6196 | Test Acc 0.7964 | Time(s) 0.0162
Epoch 00103 | Loss 0.6193 | Test Acc 0.8023 | Time(s) 0.0162
Epoch 00104 | Loss 0.6052 | Test Acc 0.8041 | Time(s) 0.0162
Epoch 00105 | Loss 0.5939 | Test Acc 0.8077 | Time(s) 0.0162
Epoch 00106 | Loss 0.5892 | Test Acc 0.8081 | Time(s) 0.0162
Epoch 00107 | Loss 0.5783 | Test Acc 0.8175 | Time(s) 0.0162
Epoch 00108 | Loss 0.5719 | Test Acc 0.8168 | Time(s) 0.0162
Epoch 00109 | Loss 0.5673 | Test Acc 0.8237 | Time(s) 0.0162
Epoch 00110 | Loss 0.5560 | Test Acc 0.8219 | Time(s) 0.0162
Epoch 00111 | Loss 0.5548 | Test Acc 0.8215 | Time(s) 0.0162
Epoch 00112 | Loss 0.5481 | Test Acc 0.8237 | Time(s) 0.0162
Epoch 00113 | Loss 0.5370 | Test Acc 0.8255 | Time(s) 0.0162
Epoch 00114 | Loss 0.5352 | Test Acc 0.8201 | Time(s) 0.0162
Epoch 00115 | Loss 0.5277 | Test Acc 0.8255 | Time(s) 0.0162
