Epoch 00000 | Loss 2.7027 | Test Acc 0.2722 | Time(s) nan
Epoch 00001 | Loss 1.9343 | Test Acc 0.4519 | Time(s) nan
Epoch 00002 | Loss 1.7011 | Test Acc 0.7488 | Time(s) nan
Epoch 00003 | Loss 1.0517 | Test Acc 0.7884 | Time(s) 0.0187
Epoch 00004 | Loss 0.8590 | Test Acc 0.8334 | Time(s) 0.0185
Epoch 00005 | Loss 0.6998 | Test Acc 0.8686 | Time(s) 0.0184
Epoch 00006 | Loss 0.5455 | Test Acc 0.8822 | Time(s) 0.0184
Epoch 00007 | Loss 0.4713 | Test Acc 0.8994 | Time(s) 0.0184
Epoch 00008 | Loss 0.4152 | Test Acc 0.9059 | Time(s) 0.0184
Epoch 00009 | Loss 0.4059 | Test Acc 0.9046 | Time(s) 0.0184
Epoch 00010 | Loss 0.3840 | Test Acc 0.9130 | Time(s) 0.0184
Epoch 00011 | Loss 0.3548 | Test Acc 0.9163 | Time(s) 0.0183
Epoch 00012 | Loss 0.3490 | Test Acc 0.9157 | Time(s) 0.0183
Epoch 00013 | Loss 0.3389 | Test Acc 0.9215 | Time(s) 0.0183
Epoch 00014 | Loss 0.3134 | Test Acc 0.9220 | Time(s) 0.0183
Epoch 00015 | Loss 0.2929 | Test Acc 0.9228 | Time(s) 0.0183
Epoch 00016 | Loss 0.2781 | Test Acc 0.9269 | Time(s) 0.0183
Epoch 00017 | Loss 0.2599 | Test Acc 0.9264 | Time(s) 0.0183
Epoch 00018 | Loss 0.2453 | Test Acc 0.9275 | Time(s) 0.0183
Epoch 00019 | Loss 0.2361 | Test Acc 0.9261 | Time(s) 0.0183
Epoch 00020 | Loss 0.2312 | Test Acc 0.9272 | Time(s) 0.0183
Epoch 00021 | Loss 0.2277 | Test Acc 0.9302 | Time(s) 0.0183
Epoch 00022 | Loss 0.2155 | Test Acc 0.9294 | Time(s) 0.0182
Epoch 00023 | Loss 0.2053 | Test Acc 0.9296 | Time(s) 0.0182
Epoch 00024 | Loss 0.1957 | Test Acc 0.9291 | Time(s) 0.0182
Epoch 00025 | Loss 0.1900 | Test Acc 0.9307 | Time(s) 0.0182
Epoch 00026 | Loss 0.1865 | Test Acc 0.9318 | Time(s) 0.0182
Epoch 00027 | Loss 0.1814 | Test Acc 0.9324 | Time(s) 0.0182
Epoch 00028 | Loss 0.1770 | Test Acc 0.9321 | Time(s) 0.0182
Epoch 00029 | Loss 0.1708 | Test Acc 0.9332 | Time(s) 0.0182
Epoch 00030 | Loss 0.1663 | Test Acc 0.9343 | Time(s) 0.0182
Epoch 00031 | Loss 0.1630 | Test Acc 0.9335 | Time(s) 0.0182
Epoch 00032 | Loss 0.1577 | Test Acc 0.9343 | Time(s) 0.0182
Epoch 00033 | Loss 0.1525 | Test Acc 0.9343 | Time(s) 0.0182
Epoch 00034 | Loss 0.1483 | Test Acc 0.9346 | Time(s) 0.0182
Epoch 00035 | Loss 0.1444 | Test Acc 0.9348 | Time(s) 0.0182
Epoch 00036 | Loss 0.1398 | Test Acc 0.9351 | Time(s) 0.0182
Epoch 00037 | Loss 0.1353 | Test Acc 0.9351 | Time(s) 0.0182
Epoch 00038 | Loss 0.1317 | Test Acc 0.9376 | Time(s) 0.0182
Epoch 00039 | Loss 0.1280 | Test Acc 0.9359 | Time(s) 0.0182
Epoch 00040 | Loss 0.1234 | Test Acc 0.9365 | Time(s) 0.0182
Epoch 00041 | Loss 0.1198 | Test Acc 0.9351 | Time(s) 0.0182
