Epoch 00000 | Loss 1.7924 | Test Acc 0.0770 | Time(s) nan
Epoch 00001 | Loss 1.7894 | Test Acc 0.1530 | Time(s) nan
Epoch 00002 | Loss 1.7782 | Test Acc 0.3390 | Time(s) nan
Epoch 00003 | Loss 1.7509 | Test Acc 0.3630 | Time(s) 0.0094
Epoch 00004 | Loss 1.6991 | Test Acc 0.4040 | Time(s) 0.0091
Epoch 00005 | Loss 1.6119 | Test Acc 0.4090 | Time(s) 0.0091
Epoch 00006 | Loss 1.4778 | Test Acc 0.4290 | Time(s) 0.0091
Epoch 00007 | Loss 1.2927 | Test Acc 0.4860 | Time(s) 0.0090
Epoch 00008 | Loss 1.0691 | Test Acc 0.5650 | Time(s) 0.0089
Epoch 00009 | Loss 0.8331 | Test Acc 0.6230 | Time(s) 0.0089
Epoch 00010 | Loss 0.6060 | Test Acc 0.6400 | Time(s) 0.0089
Epoch 00011 | Loss 0.4033 | Test Acc 0.5810 | Time(s) 0.0088
Epoch 00012 | Loss 0.2567 | Test Acc 0.5630 | Time(s) 0.0088
Epoch 00013 | Loss 0.1665 | Test Acc 0.5890 | Time(s) 0.0088
Epoch 00014 | Loss 0.1080 | Test Acc 0.5830 | Time(s) 0.0089
Epoch 00015 | Loss 0.0690 | Test Acc 0.5430 | Time(s) 0.0089
Epoch 00016 | Loss 0.0567 | Test Acc 0.5500 | Time(s) 0.0089
Epoch 00017 | Loss 0.1335 | Test Acc 0.5650 | Time(s) 0.0089
Epoch 00018 | Loss 0.0418 | Test Acc 0.5210 | Time(s) 0.0089
Epoch 00019 | Loss 0.1269 | Test Acc 0.5660 | Time(s) 0.0089
Epoch 00020 | Loss 0.0480 | Test Acc 0.5290 | Time(s) 0.0088
Epoch 00021 | Loss 0.1451 | Test Acc 0.5520 | Time(s) 0.0088
Epoch 00022 | Loss 0.0345 | Test Acc 0.5610 | Time(s) 0.0088
Epoch 00023 | Loss 0.0303 | Test Acc 0.5190 | Time(s) 0.0088
Epoch 00024 | Loss 0.0703 | Test Acc 0.5180 | Time(s) 0.0088
Epoch 00025 | Loss 0.0455 | Test Acc 0.5480 | Time(s) 0.0088
Epoch 00026 | Loss 0.0167 | Test Acc 0.5380 | Time(s) 0.0088
Epoch 00027 | Loss 0.0188 | Test Acc 0.5320 | Time(s) 0.0087
Epoch 00028 | Loss 0.0255 | Test Acc 0.5420 | Time(s) 0.0087
Epoch 00029 | Loss 0.0130 | Test Acc 0.5450 | Time(s) 0.0088
Epoch 00030 | Loss 0.0032 | Test Acc 0.5640 | Time(s) 0.0089
Epoch 00031 | Loss 0.0029 | Test Acc 0.5630 | Time(s) 0.0089
Epoch 00032 | Loss 0.0045 | Test Acc 0.5670 | Time(s) 0.0090
Epoch 00033 | Loss 0.0088 | Test Acc 0.5660 | Time(s) 0.0090
Epoch 00034 | Loss 0.0097 | Test Acc 0.5680 | Time(s) 0.0090
Epoch 00035 | Loss 0.0055 | Test Acc 0.5700 | Time(s) 0.0090
Epoch 00036 | Loss 0.0021 | Test Acc 0.5730 | Time(s) 0.0090
Epoch 00037 | Loss 0.0007 | Test Acc 0.5720 | Time(s) 0.0090
Epoch 00038 | Loss 0.0003 | Test Acc 0.5770 | Time(s) 0.0091
Epoch 00039 | Loss 0.0002 | Test Acc 0.5700 | Time(s) 0.0091
Epoch 00040 | Loss 0.0001 | Test Acc 0.5610 | Time(s) 0.0091
Epoch 00041 | Loss 0.0002 | Test Acc 0.5590 | Time(s) 0.0091
Epoch 00042 | Loss 0.0002 | Test Acc 0.5590 | Time(s) 0.0091
Epoch 00043 | Loss 0.0004 | Test Acc 0.5570 | Time(s) 0.0092
Epoch 00044 | Loss 0.0006 | Test Acc 0.5600 | Time(s) 0.0092
Epoch 00045 | Loss 0.0007 | Test Acc 0.5610 | Time(s) 0.0092
Epoch 00046 | Loss 0.0007 | Test Acc 0.5690 | Time(s) 0.0092
Epoch 00047 | Loss 0.0006 | Test Acc 0.5700 | Time(s) 0.0091
Epoch 00048 | Loss 0.0006 | Test Acc 0.5730 | Time(s) 0.0091
Epoch 00049 | Loss 0.0006 | Test Acc 0.5770 | Time(s) 0.0091
Epoch 00050 | Loss 0.0006 | Test Acc 0.5790 | Time(s) 0.0091
Epoch 00051 | Loss 0.0005 | Test Acc 0.5780 | Time(s) 0.0091
Epoch 00052 | Loss 0.0005 | Test Acc 0.5760 | Time(s) 0.0091
Epoch 00053 | Loss 0.0004 | Test Acc 0.5760 | Time(s) 0.0091
Epoch 00054 | Loss 0.0003 | Test Acc 0.5770 | Time(s) 0.0091
Epoch 00055 | Loss 0.0002 | Test Acc 0.5760 | Time(s) 0.0091
Epoch 00056 | Loss 0.0002 | Test Acc 0.5740 | Time(s) 0.0091
Epoch 00057 | Loss 0.0001 | Test Acc 0.5740 | Time(s) 0.0091
Epoch 00058 | Loss 0.0001 | Test Acc 0.5730 | Time(s) 0.0091
Epoch 00059 | Loss 0.0001 | Test Acc 0.5740 | Time(s) 0.0091
