Epoch 00000 | Loss 1.7921 | Test Acc 0.1570 | Time(s) nan
Epoch 00001 | Loss 1.7883 | Test Acc 0.0770 | Time(s) nan
Epoch 00002 | Loss 1.7749 | Test Acc 0.0810 | Time(s) nan
Epoch 00003 | Loss 1.7425 | Test Acc 0.1780 | Time(s) 0.0135
Epoch 00004 | Loss 1.6814 | Test Acc 0.3730 | Time(s) 0.0151
Epoch 00005 | Loss 1.5811 | Test Acc 0.4910 | Time(s) 0.0139
Epoch 00006 | Loss 1.4301 | Test Acc 0.5020 | Time(s) 0.0147
Epoch 00007 | Loss 1.2269 | Test Acc 0.5300 | Time(s) 0.0141
Epoch 00008 | Loss 0.9885 | Test Acc 0.5920 | Time(s) 0.0136
Epoch 00009 | Loss 0.7439 | Test Acc 0.6430 | Time(s) 0.0132
Epoch 00010 | Loss 0.5238 | Test Acc 0.6370 | Time(s) 0.0130
Epoch 00011 | Loss 0.3447 | Test Acc 0.6220 | Time(s) 0.0128
Epoch 00012 | Loss 0.2298 | Test Acc 0.6230 | Time(s) 0.0130
Epoch 00013 | Loss 0.1592 | Test Acc 0.6150 | Time(s) 0.0128
Epoch 00014 | Loss 0.1139 | Test Acc 0.5900 | Time(s) 0.0126
Epoch 00015 | Loss 0.0848 | Test Acc 0.5670 | Time(s) 0.0125
Epoch 00016 | Loss 0.0606 | Test Acc 0.5480 | Time(s) 0.0123
Epoch 00017 | Loss 0.0396 | Test Acc 0.5810 | Time(s) 0.0122
Epoch 00018 | Loss 0.0303 | Test Acc 0.5460 | Time(s) 0.0121
Epoch 00019 | Loss 0.0320 | Test Acc 0.6280 | Time(s) 0.0122
Epoch 00020 | Loss 0.0676 | Test Acc 0.5890 | Time(s) 0.0121
Epoch 00021 | Loss 0.0219 | Test Acc 0.5440 | Time(s) 0.0128
Epoch 00022 | Loss 0.0550 | Test Acc 0.5710 | Time(s) 0.0130
Epoch 00023 | Loss 0.0084 | Test Acc 0.6080 | Time(s) 0.0132
Epoch 00024 | Loss 0.0308 | Test Acc 0.6120 | Time(s) 0.0131
Epoch 00025 | Loss 0.0080 | Test Acc 0.5870 | Time(s) 0.0131
Epoch 00026 | Loss 0.0041 | Test Acc 0.5640 | Time(s) 0.0130
Epoch 00027 | Loss 0.0194 | Test Acc 0.5740 | Time(s) 0.0128
Epoch 00028 | Loss 0.0089 | Test Acc 0.5990 | Time(s) 0.0126
Epoch 00029 | Loss 0.0018 | Test Acc 0.6070 | Time(s) 0.0125
Epoch 00030 | Loss 0.0042 | Test Acc 0.6080 | Time(s) 0.0124
Epoch 00031 | Loss 0.0061 | Test Acc 0.6040 | Time(s) 0.0123
Epoch 00032 | Loss 0.0013 | Test Acc 0.5970 | Time(s) 0.0122
Epoch 00033 | Loss 0.0007 | Test Acc 0.5890 | Time(s) 0.0121
Epoch 00034 | Loss 0.0011 | Test Acc 0.5810 | Time(s) 0.0120
Epoch 00035 | Loss 0.0019 | Test Acc 0.5780 | Time(s) 0.0119
Epoch 00036 | Loss 0.0022 | Test Acc 0.5800 | Time(s) 0.0118
Epoch 00037 | Loss 0.0012 | Test Acc 0.5920 | Time(s) 0.0117
Epoch 00038 | Loss 0.0005 | Test Acc 0.5920 | Time(s) 0.0116
Epoch 00039 | Loss 0.0002 | Test Acc 0.6000 | Time(s) 0.0116
Epoch 00040 | Loss 0.0001 | Test Acc 0.6020 | Time(s) 0.0115
Epoch 00041 | Loss 0.0002 | Test Acc 0.6030 | Time(s) 0.0114
Epoch 00042 | Loss 0.0004 | Test Acc 0.5950 | Time(s) 0.0114
Epoch 00043 | Loss 0.0004 | Test Acc 0.5960 | Time(s) 0.0113
Epoch 00044 | Loss 0.0004 | Test Acc 0.5990 | Time(s) 0.0113
Epoch 00045 | Loss 0.0003 | Test Acc 0.6000 | Time(s) 0.0112
Epoch 00046 | Loss 0.0002 | Test Acc 0.6000 | Time(s) 0.0112
Epoch 00047 | Loss 0.0001 | Test Acc 0.5990 | Time(s) 0.0111
Epoch 00048 | Loss 0.0001 | Test Acc 0.6010 | Time(s) 0.0111
Epoch 00049 | Loss 0.0001 | Test Acc 0.6020 | Time(s) 0.0110
Epoch 00050 | Loss 0.0000 | Test Acc 0.6020 | Time(s) 0.0110
Epoch 00051 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0110
Epoch 00052 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0109
Epoch 00053 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0109
Epoch 00054 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0109
Epoch 00055 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0108
Epoch 00056 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0108
Epoch 00057 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0108
Epoch 00058 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0107
Epoch 00059 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0107
Epoch 00060 | Loss 0.0000 | Test Acc 0.6000 | Time(s) 0.0107
Epoch 00061 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0106
Epoch 00062 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0106
Epoch 00063 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0106
Epoch 00064 | Loss 0.0000 | Test Acc 0.6000 | Time(s) 0.0106
Epoch 00065 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0105
Epoch 00066 | Loss 0.0000 | Test Acc 0.5960 | Time(s) 0.0105
Epoch 00067 | Loss 0.0000 | Test Acc 0.5970 | Time(s) 0.0105
Epoch 00068 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0105
Epoch 00069 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0105
Epoch 00070 | Loss 0.0000 | Test Acc 0.5940 | Time(s) 0.0104
Epoch 00071 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0104
Epoch 00072 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0104
Epoch 00073 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0104
Epoch 00074 | Loss 0.0000 | Test Acc 0.5940 | Time(s) 0.0104
Epoch 00075 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0103
Epoch 00076 | Loss 0.0000 | Test Acc 0.5940 | Time(s) 0.0103
Epoch 00077 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0103
Epoch 00078 | Loss 0.0000 | Test Acc 0.5940 | Time(s) 0.0103
Epoch 00079 | Loss 0.0000 | Test Acc 0.5940 | Time(s) 0.0103
Epoch 00080 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0102
Epoch 00081 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0102
Epoch 00082 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0102
Epoch 00083 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0102
Epoch 00084 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0102
Epoch 00085 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0102
Epoch 00086 | Loss 0.0000 | Test Acc 0.5960 | Time(s) 0.0102
Epoch 00087 | Loss 0.0000 | Test Acc 0.5960 | Time(s) 0.0102
Epoch 00088 | Loss 0.0000 | Test Acc 0.5960 | Time(s) 0.0101
Epoch 00089 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0101
Epoch 00090 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0101
Epoch 00091 | Loss 0.0000 | Test Acc 0.5960 | Time(s) 0.0101
