Epoch 00000 | Loss 1.7940 | Test Acc 0.1820 | Time(s) nan
Epoch 00001 | Loss 1.7862 | Test Acc 0.0770 | Time(s) nan
Epoch 00002 | Loss 1.7648 | Test Acc 0.2020 | Time(s) nan
Epoch 00003 | Loss 1.7239 | Test Acc 0.2400 | Time(s) 0.0090
Epoch 00004 | Loss 1.6498 | Test Acc 0.2670 | Time(s) 0.0089
Epoch 00005 | Loss 1.5347 | Test Acc 0.3080 | Time(s) 0.0096
Epoch 00006 | Loss 1.3735 | Test Acc 0.3980 | Time(s) 0.0096
Epoch 00007 | Loss 1.1709 | Test Acc 0.4650 | Time(s) 0.0095
Epoch 00008 | Loss 0.9401 | Test Acc 0.5370 | Time(s) 0.0094
Epoch 00009 | Loss 0.6953 | Test Acc 0.6240 | Time(s) 0.0094
Epoch 00010 | Loss 0.4663 | Test Acc 0.6180 | Time(s) 0.0094
Epoch 00011 | Loss 0.2839 | Test Acc 0.5850 | Time(s) 0.0093
Epoch 00012 | Loss 0.1748 | Test Acc 0.5690 | Time(s) 0.0093
Epoch 00013 | Loss 0.1079 | Test Acc 0.5910 | Time(s) 0.0094
Epoch 00014 | Loss 0.0709 | Test Acc 0.5520 | Time(s) 0.0094
Epoch 00015 | Loss 0.0542 | Test Acc 0.6160 | Time(s) 0.0093
Epoch 00016 | Loss 0.0582 | Test Acc 0.5490 | Time(s) 0.0093
Epoch 00017 | Loss 0.0481 | Test Acc 0.5650 | Time(s) 0.0093
Epoch 00018 | Loss 0.0188 | Test Acc 0.6080 | Time(s) 0.0093
Epoch 00019 | Loss 0.0290 | Test Acc 0.5980 | Time(s) 0.0093
Epoch 00020 | Loss 0.0113 | Test Acc 0.5690 | Time(s) 0.0093
Epoch 00021 | Loss 0.0164 | Test Acc 0.5860 | Time(s) 0.0093
Epoch 00022 | Loss 0.0050 | Test Acc 0.6080 | Time(s) 0.0093
Epoch 00023 | Loss 0.0056 | Test Acc 0.6050 | Time(s) 0.0097
Epoch 00024 | Loss 0.0063 | Test Acc 0.5980 | Time(s) 0.0098
Epoch 00025 | Loss 0.0019 | Test Acc 0.5840 | Time(s) 0.0100
Epoch 00026 | Loss 0.0016 | Test Acc 0.5700 | Time(s) 0.0101
Epoch 00027 | Loss 0.0020 | Test Acc 0.5730 | Time(s) 0.0101
Epoch 00028 | Loss 0.0016 | Test Acc 0.5830 | Time(s) 0.0101
Epoch 00029 | Loss 0.0010 | Test Acc 0.5840 | Time(s) 0.0100
Epoch 00030 | Loss 0.0007 | Test Acc 0.5860 | Time(s) 0.0100
Epoch 00031 | Loss 0.0007 | Test Acc 0.5900 | Time(s) 0.0100
Epoch 00032 | Loss 0.0006 | Test Acc 0.5970 | Time(s) 0.0099
Epoch 00033 | Loss 0.0005 | Test Acc 0.5990 | Time(s) 0.0099
Epoch 00034 | Loss 0.0003 | Test Acc 0.5970 | Time(s) 0.0099
Epoch 00035 | Loss 0.0002 | Test Acc 0.5960 | Time(s) 0.0098
Epoch 00036 | Loss 0.0001 | Test Acc 0.5940 | Time(s) 0.0098
Epoch 00037 | Loss 0.0001 | Test Acc 0.5960 | Time(s) 0.0098
Epoch 00038 | Loss 0.0001 | Test Acc 0.5960 | Time(s) 0.0098
Epoch 00039 | Loss 0.0000 | Test Acc 0.5940 | Time(s) 0.0098
Epoch 00040 | Loss 0.0000 | Test Acc 0.5920 | Time(s) 0.0098
Epoch 00041 | Loss 0.0001 | Test Acc 0.5920 | Time(s) 0.0099
Epoch 00042 | Loss 0.0001 | Test Acc 0.5930 | Time(s) 0.0100
Epoch 00043 | Loss 0.0001 | Test Acc 0.5920 | Time(s) 0.0101
Epoch 00044 | Loss 0.0001 | Test Acc 0.5920 | Time(s) 0.0102
Epoch 00045 | Loss 0.0001 | Test Acc 0.5920 | Time(s) 0.0103
Epoch 00046 | Loss 0.0001 | Test Acc 0.5930 | Time(s) 0.0103
Epoch 00047 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0104
Epoch 00048 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0105
Epoch 00049 | Loss 0.0000 | Test Acc 0.5950 | Time(s) 0.0106
Epoch 00050 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0106
Epoch 00051 | Loss 0.0000 | Test Acc 0.6000 | Time(s) 0.0106
Epoch 00052 | Loss 0.0000 | Test Acc 0.5990 | Time(s) 0.0106
Epoch 00053 | Loss 0.0000 | Test Acc 0.5970 | Time(s) 0.0106
Epoch 00054 | Loss 0.0000 | Test Acc 0.5970 | Time(s) 0.0106
Epoch 00055 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0106
Epoch 00056 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0106
Epoch 00057 | Loss 0.0000 | Test Acc 0.5980 | Time(s) 0.0106
Epoch 00058 | Loss 0.0000 | Test Acc 0.6000 | Time(s) 0.0106
Epoch 00059 | Loss 0.0000 | Test Acc 0.6020 | Time(s) 0.0107
Epoch 00060 | Loss 0.0000 | Test Acc 0.6020 | Time(s) 0.0107
Epoch 00061 | Loss 0.0000 | Test Acc 0.6020 | Time(s) 0.0107
Epoch 00062 | Loss 0.0000 | Test Acc 0.6010 | Time(s) 0.0107
Epoch 00063 | Loss 0.0000 | Test Acc 0.6000 | Time(s) 0.0107
