Epoch 00000 | Loss 1.9465 | Test Acc 0.1630 | Time(s) nan
Epoch 00001 | Loss 1.9391 | Test Acc 0.3170 | Time(s) nan
Epoch 00002 | Loss 1.9164 | Test Acc 0.3940 | Time(s) nan
Epoch 00003 | Loss 1.8692 | Test Acc 0.4910 | Time(s) 0.0107
Epoch 00004 | Loss 1.7860 | Test Acc 0.6200 | Time(s) 0.0109
Epoch 00005 | Loss 1.6535 | Test Acc 0.6980 | Time(s) 0.0110
Epoch 00006 | Loss 1.4638 | Test Acc 0.7320 | Time(s) 0.0111
Epoch 00007 | Loss 1.2249 | Test Acc 0.7590 | Time(s) 0.0110
Epoch 00008 | Loss 0.9581 | Test Acc 0.7700 | Time(s) 0.0110
Epoch 00009 | Loss 0.6989 | Test Acc 0.7470 | Time(s) 0.0112
Epoch 00010 | Loss 0.4782 | Test Acc 0.7620 | Time(s) 0.0113
Epoch 00011 | Loss 0.3216 | Test Acc 0.6850 | Time(s) 0.0119
Epoch 00012 | Loss 0.2445 | Test Acc 0.7540 | Time(s) 0.0120
Epoch 00013 | Loss 0.1608 | Test Acc 0.7530 | Time(s) 0.0119
Epoch 00014 | Loss 0.1094 | Test Acc 0.7460 | Time(s) 0.0117
Epoch 00015 | Loss 0.0708 | Test Acc 0.7300 | Time(s) 0.0117
Epoch 00016 | Loss 0.0603 | Test Acc 0.7590 | Time(s) 0.0116
Epoch 00017 | Loss 0.0356 | Test Acc 0.7650 | Time(s) 0.0116
Epoch 00018 | Loss 0.0196 | Test Acc 0.7670 | Time(s) 0.0116
Epoch 00019 | Loss 0.0162 | Test Acc 0.7580 | Time(s) 0.0115
Epoch 00020 | Loss 0.0130 | Test Acc 0.7560 | Time(s) 0.0114
Epoch 00021 | Loss 0.0059 | Test Acc 0.7550 | Time(s) 0.0114
Epoch 00022 | Loss 0.0032 | Test Acc 0.7480 | Time(s) 0.0114
Epoch 00023 | Loss 0.0024 | Test Acc 0.7450 | Time(s) 0.0113
Epoch 00024 | Loss 0.0020 | Test Acc 0.7400 | Time(s) 0.0113
Epoch 00025 | Loss 0.0013 | Test Acc 0.7280 | Time(s) 0.0112
Epoch 00026 | Loss 0.0010 | Test Acc 0.7210 | Time(s) 0.0112
Epoch 00027 | Loss 0.0011 | Test Acc 0.7120 | Time(s) 0.0112
Epoch 00028 | Loss 0.0010 | Test Acc 0.7100 | Time(s) 0.0111
Epoch 00029 | Loss 0.0007 | Test Acc 0.7120 | Time(s) 0.0111
Epoch 00030 | Loss 0.0004 | Test Acc 0.7140 | Time(s) 0.0111
Epoch 00031 | Loss 0.0003 | Test Acc 0.7140 | Time(s) 0.0111
Epoch 00032 | Loss 0.0002 | Test Acc 0.7160 | Time(s) 0.0111
Epoch 00033 | Loss 0.0002 | Test Acc 0.7180 | Time(s) 0.0112
Epoch 00034 | Loss 0.0002 | Test Acc 0.7180 | Time(s) 0.0111
Epoch 00035 | Loss 0.0001 | Test Acc 0.7200 | Time(s) 0.0111
Epoch 00036 | Loss 0.0001 | Test Acc 0.7220 | Time(s) 0.0111
Epoch 00037 | Loss 0.0001 | Test Acc 0.7210 | Time(s) 0.0111
Epoch 00038 | Loss 0.0001 | Test Acc 0.7230 | Time(s) 0.0111
Epoch 00039 | Loss 0.0000 | Test Acc 0.7260 | Time(s) 0.0111
Epoch 00040 | Loss 0.0000 | Test Acc 0.7260 | Time(s) 0.0111
Epoch 00041 | Loss 0.0000 | Test Acc 0.7270 | Time(s) 0.0111
Epoch 00042 | Loss 0.0000 | Test Acc 0.7270 | Time(s) 0.0111
