Epoch 00000 | Loss 4.2557 | Test Acc 0.0477 | Time(s) nan
Epoch 00001 | Loss 4.1716 | Test Acc 0.0904 | Time(s) nan
Epoch 00002 | Loss 4.0168 | Test Acc 0.0399 | Time(s) nan
Epoch 00003 | Loss 3.9153 | Test Acc 0.0503 | Time(s) 0.0271
Epoch 00004 | Loss 3.8265 | Test Acc 0.1036 | Time(s) 0.0274
Epoch 00005 | Loss 3.6909 | Test Acc 0.1268 | Time(s) 0.0273
Epoch 00006 | Loss 3.4988 | Test Acc 0.1551 | Time(s) 0.0270
Epoch 00007 | Loss 3.2875 | Test Acc 0.2033 | Time(s) 0.0276
Epoch 00008 | Loss 3.0473 | Test Acc 0.2592 | Time(s) 0.0274
Epoch 00009 | Loss 2.8077 | Test Acc 0.3865 | Time(s) 0.0273
Epoch 00010 | Loss 2.5423 | Test Acc 0.3925 | Time(s) 0.0272
Epoch 00011 | Loss 2.3161 | Test Acc 0.4286 | Time(s) 0.0271
Epoch 00012 | Loss 2.1248 | Test Acc 0.4193 | Time(s) 0.0271
Epoch 00013 | Loss 2.0177 | Test Acc 0.4590 | Time(s) 0.0270
Epoch 00014 | Loss 1.8988 | Test Acc 0.5037 | Time(s) 0.0269
Epoch 00015 | Loss 1.7015 | Test Acc 0.5029 | Time(s) 0.0269
Epoch 00016 | Loss 1.6698 | Test Acc 0.5224 | Time(s) 0.0269
Epoch 00017 | Loss 1.5529 | Test Acc 0.5456 | Time(s) 0.0268
Epoch 00018 | Loss 1.4500 | Test Acc 0.5610 | Time(s) 0.0268
Epoch 00019 | Loss 1.3792 | Test Acc 0.5663 | Time(s) 0.0268
Epoch 00020 | Loss 1.3244 | Test Acc 0.5789 | Time(s) 0.0268
Epoch 00021 | Loss 1.2560 | Test Acc 0.5880 | Time(s) 0.0268
Epoch 00022 | Loss 1.1871 | Test Acc 0.5921 | Time(s) 0.0268
Epoch 00023 | Loss 1.1397 | Test Acc 0.6024 | Time(s) 0.0267
