Epoch 00000 | Loss 2.1183 | Test Acc 0.2203 | Time(s) nan
Epoch 00001 | Loss 10.3486 | Test Acc 0.2536 | Time(s) nan
Epoch 00002 | Loss 3.9255 | Test Acc 0.1327 | Time(s) nan
Epoch 00003 | Loss 2.2462 | Test Acc 0.1124 | Time(s) 0.0163
Epoch 00004 | Loss 2.0712 | Test Acc 0.1641 | Time(s) 0.0143
Epoch 00005 | Loss 1.9825 | Test Acc 0.2536 | Time(s) 0.0137
Epoch 00006 | Loss 1.8878 | Test Acc 0.3235 | Time(s) 0.0132
Epoch 00007 | Loss 1.8868 | Test Acc 0.2699 | Time(s) 0.0130
Epoch 00008 | Loss 1.8226 | Test Acc 0.4745 | Time(s) 0.0128
Epoch 00009 | Loss 1.7838 | Test Acc 0.4582 | Time(s) 0.0127
Epoch 00010 | Loss 1.6662 | Test Acc 0.4170 | Time(s) 0.0126
Epoch 00011 | Loss 1.6168 | Test Acc 0.4379 | Time(s) 0.0126
Epoch 00012 | Loss 1.5591 | Test Acc 0.5359 | Time(s) 0.0125
Epoch 00013 | Loss 1.4375 | Test Acc 0.6386 | Time(s) 0.0124
Epoch 00014 | Loss 1.2607 | Test Acc 0.5641 | Time(s) 0.0124
Epoch 00015 | Loss 1.2356 | Test Acc 0.6085 | Time(s) 0.0124
Epoch 00016 | Loss 1.1215 | Test Acc 0.7229 | Time(s) 0.0123
Epoch 00017 | Loss 1.0205 | Test Acc 0.7078 | Time(s) 0.0124
Epoch 00018 | Loss 0.8932 | Test Acc 0.6830 | Time(s) 0.0124
Epoch 00019 | Loss 0.8655 | Test Acc 0.7699 | Time(s) 0.0123
Epoch 00020 | Loss 0.8088 | Test Acc 0.7869 | Time(s) 0.0123
Epoch 00021 | Loss 0.7434 | Test Acc 0.7634 | Time(s) 0.0123
Epoch 00022 | Loss 0.7176 | Test Acc 0.8556 | Time(s) 0.0123
Epoch 00023 | Loss 0.6154 | Test Acc 0.8621 | Time(s) 0.0123
Epoch 00024 | Loss 0.5656 | Test Acc 0.8353 | Time(s) 0.0123
Epoch 00025 | Loss 0.5829 | Test Acc 0.8301 | Time(s) 0.0123
Epoch 00026 | Loss 0.5932 | Test Acc 0.7556 | Time(s) 0.0124
Epoch 00027 | Loss 0.7087 | Test Acc 0.8216 | Time(s) 0.0123
Epoch 00028 | Loss 0.6785 | Test Acc 0.8745 | Time(s) 0.0123
Epoch 00029 | Loss 0.5052 | Test Acc 0.8510 | Time(s) 0.0123
Epoch 00030 | Loss 0.5097 | Test Acc 0.8503 | Time(s) 0.0123
Epoch 00031 | Loss 0.5044 | Test Acc 0.8817 | Time(s) 0.0123
Epoch 00032 | Loss 0.4420 | Test Acc 0.8771 | Time(s) 0.0123
Epoch 00033 | Loss 0.4771 | Test Acc 0.8954 | Time(s) 0.0124
Epoch 00034 | Loss 0.4214 | Test Acc 0.8876 | Time(s) 0.0123
Epoch 00035 | Loss 0.4479 | Test Acc 0.8967 | Time(s) 0.0124
Epoch 00036 | Loss 0.4151 | Test Acc 0.9183 | Time(s) 0.0124
Epoch 00037 | Loss 0.3765 | Test Acc 0.8993 | Time(s) 0.0124
Epoch 00038 | Loss 0.3990 | Test Acc 0.9098 | Time(s) 0.0124
Epoch 00039 | Loss 0.3764 | Test Acc 0.9085 | Time(s) 0.0124
Epoch 00040 | Loss 0.3666 | Test Acc 0.9020 | Time(s) 0.0124
Epoch 00041 | Loss 0.3617 | Test Acc 0.9020 | Time(s) 0.0123
Epoch 00042 | Loss 0.3568 | Test Acc 0.9137 | Time(s) 0.0123
Epoch 00043 | Loss 0.3486 | Test Acc 0.9196 | Time(s) 0.0123
Epoch 00044 | Loss 0.3478 | Test Acc 0.9150 | Time(s) 0.0124
Epoch 00045 | Loss 0.3512 | Test Acc 0.9203 | Time(s) 0.0124
Epoch 00046 | Loss 0.3334 | Test Acc 0.9157 | Time(s) 0.0124
Epoch 00047 | Loss 0.3329 | Test Acc 0.9092 | Time(s) 0.0124
Epoch 00048 | Loss 0.3280 | Test Acc 0.9078 | Time(s) 0.0124
Epoch 00049 | Loss 0.3238 | Test Acc 0.9176 | Time(s) 0.0123
Epoch 00050 | Loss 0.3180 | Test Acc 0.9203 | Time(s) 0.0123
Epoch 00051 | Loss 0.3121 | Test Acc 0.9072 | Time(s) 0.0123
Epoch 00052 | Loss 0.3366 | Test Acc 0.9092 | Time(s) 0.0123
Epoch 00053 | Loss 0.3368 | Test Acc 0.9131 | Time(s) 0.0124
Epoch 00054 | Loss 0.3274 | Test Acc 0.9131 | Time(s) 0.0124
Epoch 00055 | Loss 0.3083 | Test Acc 0.8869 | Time(s) 0.0124
Epoch 00056 | Loss 0.3413 | Test Acc 0.8987 | Time(s) 0.0124
Epoch 00057 | Loss 0.3465 | Test Acc 0.9137 | Time(s) 0.0124
Epoch 00058 | Loss 0.3118 | Test Acc 0.8928 | Time(s) 0.0124
Epoch 00059 | Loss 0.3421 | Test Acc 0.9235 | Time(s) 0.0124
Epoch 00060 | Loss 0.2976 | Test Acc 0.9124 | Time(s) 0.0124
Epoch 00061 | Loss 0.3183 | Test Acc 0.9242 | Time(s) 0.0123
Epoch 00062 | Loss 0.2882 | Test Acc 0.8954 | Time(s) 0.0124
Epoch 00063 | Loss 0.3140 | Test Acc 0.9242 | Time(s) 0.0124
Epoch 00064 | Loss 0.2859 | Test Acc 0.9144 | Time(s) 0.0124
Epoch 00065 | Loss 0.2973 | Test Acc 0.9261 | Time(s) 0.0124
Epoch 00066 | Loss 0.2801 | Test Acc 0.9137 | Time(s) 0.0124
Epoch 00067 | Loss 0.2896 | Test Acc 0.9255 | Time(s) 0.0124
Epoch 00068 | Loss 0.2775 | Test Acc 0.9203 | Time(s) 0.0124
Epoch 00069 | Loss 0.2827 | Test Acc 0.9261 | Time(s) 0.0124
Epoch 00070 | Loss 0.2706 | Test Acc 0.9163 | Time(s) 0.0124
Epoch 00071 | Loss 0.2741 | Test Acc 0.9261 | Time(s) 0.0124
Epoch 00072 | Loss 0.2692 | Test Acc 0.9229 | Time(s) 0.0124
Epoch 00073 | Loss 0.2690 | Test Acc 0.9248 | Time(s) 0.0124
Epoch 00074 | Loss 0.2627 | Test Acc 0.9268 | Time(s) 0.0124
Epoch 00075 | Loss 0.2607 | Test Acc 0.9268 | Time(s) 0.0124
Epoch 00076 | Loss 0.2599 | Test Acc 0.9307 | Time(s) 0.0124
Epoch 00077 | Loss 0.2551 | Test Acc 0.9288 | Time(s) 0.0124
Epoch 00078 | Loss 0.2556 | Test Acc 0.9307 | Time(s) 0.0124
Epoch 00079 | Loss 0.2483 | Test Acc 0.9288 | Time(s) 0.0124
Epoch 00080 | Loss 0.2507 | Test Acc 0.9340 | Time(s) 0.0124
Epoch 00081 | Loss 0.2436 | Test Acc 0.9301 | Time(s) 0.0124
Epoch 00082 | Loss 0.2433 | Test Acc 0.8876 | Time(s) 0.0124
Epoch 00083 | Loss 0.4348 | Test Acc 0.8150 | Time(s) 0.0124
Epoch 00084 | Loss 0.7922 | Test Acc 0.8386 | Time(s) 0.0124
Epoch 00085 | Loss 0.4802 | Test Acc 0.9196 | Time(s) 0.0124
Epoch 00086 | Loss 0.2942 | Test Acc 0.8876 | Time(s) 0.0124
Epoch 00087 | Loss 0.3834 | Test Acc 0.8974 | Time(s) 0.0124
Epoch 00088 | Loss 0.3685 | Test Acc 0.9150 | Time(s) 0.0124
Epoch 00089 | Loss 0.3161 | Test Acc 0.9209 | Time(s) 0.0124
Epoch 00090 | Loss 0.3076 | Test Acc 0.9105 | Time(s) 0.0124
Epoch 00091 | Loss 0.3274 | Test Acc 0.8876 | Time(s) 0.0124
Epoch 00092 | Loss 0.3197 | Test Acc 0.8922 | Time(s) 0.0124
Epoch 00093 | Loss 0.3083 | Test Acc 0.9255 | Time(s) 0.0124
Epoch 00094 | Loss 0.2809 | Test Acc 0.9203 | Time(s) 0.0124
Epoch 00095 | Loss 0.2826 | Test Acc 0.9163 | Time(s) 0.0124
Epoch 00096 | Loss 0.2859 | Test Acc 0.9170 | Time(s) 0.0124
Epoch 00097 | Loss 0.2938 | Test Acc 0.9190 | Time(s) 0.0124
Epoch 00098 | Loss 0.2870 | Test Acc 0.9268 | Time(s) 0.0124
Epoch 00099 | Loss 0.2686 | Test Acc 0.9275 | Time(s) 0.0124
Epoch 00100 | Loss 0.2654 | Test Acc 0.9314 | Time(s) 0.0124
Epoch 00101 | Loss 0.2637 | Test Acc 0.9196 | Time(s) 0.0124
Epoch 00102 | Loss 0.2687 | Test Acc 0.9314 | Time(s) 0.0124
Epoch 00103 | Loss 0.2591 | Test Acc 0.9307 | Time(s) 0.0124
Epoch 00104 | Loss 0.2551 | Test Acc 0.9320 | Time(s) 0.0124
Epoch 00105 | Loss 0.2492 | Test Acc 0.9294 | Time(s) 0.0124
Epoch 00106 | Loss 0.2526 | Test Acc 0.9327 | Time(s) 0.0124
Epoch 00107 | Loss 0.2492 | Test Acc 0.9294 | Time(s) 0.0124
Epoch 00108 | Loss 0.2462 | Test Acc 0.9359 | Time(s) 0.0124
Epoch 00109 | Loss 0.2390 | Test Acc 0.9340 | Time(s) 0.0124
Epoch 00110 | Loss 0.2381 | Test Acc 0.9353 | Time(s) 0.0124
Epoch 00111 | Loss 0.2353 | Test Acc 0.9373 | Time(s) 0.0124
Epoch 00112 | Loss 0.2351 | Test Acc 0.9340 | Time(s) 0.0124
Epoch 00113 | Loss 0.2305 | Test Acc 0.9301 | Time(s) 0.0124
Epoch 00114 | Loss 0.2288 | Test Acc 0.9366 | Time(s) 0.0124
Epoch 00115 | Loss 0.2255 | Test Acc 0.9379 | Time(s) 0.0124
Epoch 00116 | Loss 0.2240 | Test Acc 0.9353 | Time(s) 0.0124
Epoch 00117 | Loss 0.2225 | Test Acc 0.9418 | Time(s) 0.0124
Epoch 00118 | Loss 0.2190 | Test Acc 0.9399 | Time(s) 0.0124
Epoch 00119 | Loss 0.2156 | Test Acc 0.9359 | Time(s) 0.0124
Epoch 00120 | Loss 0.2151 | Test Acc 0.9386 | Time(s) 0.0124
Epoch 00121 | Loss 0.2201 | Test Acc 0.9190 | Time(s) 0.0124
Epoch 00122 | Loss 0.2465 | Test Acc 0.9105 | Time(s) 0.0124
Epoch 00123 | Loss 0.3471 | Test Acc 0.9288 | Time(s) 0.0124
Epoch 00124 | Loss 0.2394 | Test Acc 0.8902 | Time(s) 0.0124
Epoch 00125 | Loss 0.3260 | Test Acc 0.9190 | Time(s) 0.0124
Epoch 00126 | Loss 0.3142 | Test Acc 0.9085 | Time(s) 0.0124
Epoch 00127 | Loss 0.3501 | Test Acc 0.9059 | Time(s) 0.0124
Epoch 00128 | Loss 0.2582 | Test Acc 0.8961 | Time(s) 0.0124
Epoch 00129 | Loss 0.3275 | Test Acc 0.9288 | Time(s) 0.0124
Epoch 00130 | Loss 0.2429 | Test Acc 0.9085 | Time(s) 0.0124
Epoch 00131 | Loss 0.2920 | Test Acc 0.9131 | Time(s) 0.0124
Epoch 00132 | Loss 0.2842 | Test Acc 0.9150 | Time(s) 0.0124
Epoch 00133 | Loss 0.2700 | Test Acc 0.9275 | Time(s) 0.0124
Epoch 00134 | Loss 0.2496 | Test Acc 0.9275 | Time(s) 0.0124
Epoch 00135 | Loss 0.2608 | Test Acc 0.9248 | Time(s) 0.0124
Epoch 00136 | Loss 0.2599 | Test Acc 0.9294 | Time(s) 0.0124
Epoch 00137 | Loss 0.2270 | Test Acc 0.9248 | Time(s) 0.0124
Epoch 00138 | Loss 0.2484 | Test Acc 0.9281 | Time(s) 0.0124
Epoch 00139 | Loss 0.2398 | Test Acc 0.9373 | Time(s) 0.0124
Epoch 00140 | Loss 0.2253 | Test Acc 0.9340 | Time(s) 0.0124
Epoch 00141 | Loss 0.2378 | Test Acc 0.9373 | Time(s) 0.0124
Epoch 00142 | Loss 0.2306 | Test Acc 0.9288 | Time(s) 0.0124
Epoch 00143 | Loss 0.2208 | Test Acc 0.9327 | Time(s) 0.0124
Epoch 00144 | Loss 0.2206 | Test Acc 0.9294 | Time(s) 0.0124
Epoch 00145 | Loss 0.2269 | Test Acc 0.9405 | Time(s) 0.0124
Epoch 00146 | Loss 0.2105 | Test Acc 0.9333 | Time(s) 0.0124
Epoch 00147 | Loss 0.2190 | Test Acc 0.9386 | Time(s) 0.0124
Epoch 00148 | Loss 0.2146 | Test Acc 0.9386 | Time(s) 0.0124
Epoch 00149 | Loss 0.2070 | Test Acc 0.9392 | Time(s) 0.0124
Epoch 00150 | Loss 0.2076 | Test Acc 0.9359 | Time(s) 0.0124
Epoch 00151 | Loss 0.2102 | Test Acc 0.9392 | Time(s) 0.0124
Epoch 00152 | Loss 0.2049 | Test Acc 0.9412 | Time(s) 0.0124
Epoch 00153 | Loss 0.2038 | Test Acc 0.9412 | Time(s) 0.0124
Epoch 00154 | Loss 0.2056 | Test Acc 0.9399 | Time(s) 0.0124
Epoch 00155 | Loss 0.2014 | Test Acc 0.9379 | Time(s) 0.0124
Epoch 00156 | Loss 0.1983 | Test Acc 0.9405 | Time(s) 0.0124
Epoch 00157 | Loss 0.1978 | Test Acc 0.9386 | Time(s) 0.0124
Epoch 00158 | Loss 0.1976 | Test Acc 0.9412 | Time(s) 0.0124
Epoch 00159 | Loss 0.1947 | Test Acc 0.9392 | Time(s) 0.0124
Epoch 00160 | Loss 0.1951 | Test Acc 0.9386 | Time(s) 0.0124
Epoch 00161 | Loss 0.1936 | Test Acc 0.9418 | Time(s) 0.0124
Epoch 00162 | Loss 0.1907 | Test Acc 0.9386 | Time(s) 0.0124
Epoch 00163 | Loss 0.1912 | Test Acc 0.9418 | Time(s) 0.0124
Epoch 00164 | Loss 0.1888 | Test Acc 0.9399 | Time(s) 0.0124
Epoch 00165 | Loss 0.1882 | Test Acc 0.9438 | Time(s) 0.0124
Epoch 00166 | Loss 0.1878 | Test Acc 0.9438 | Time(s) 0.0124
Epoch 00167 | Loss 0.1859 | Test Acc 0.9444 | Time(s) 0.0124
Epoch 00168 | Loss 0.1851 | Test Acc 0.9425 | Time(s) 0.0124
Epoch 00169 | Loss 0.1836 | Test Acc 0.9451 | Time(s) 0.0124
Epoch 00170 | Loss 0.1825 | Test Acc 0.9438 | Time(s) 0.0124
Epoch 00171 | Loss 0.1818 | Test Acc 0.9464 | Time(s) 0.0124
Epoch 00172 | Loss 0.1805 | Test Acc 0.9451 | Time(s) 0.0125
Epoch 00173 | Loss 0.1799 | Test Acc 0.9444 | Time(s) 0.0125
Epoch 00174 | Loss 0.1781 | Test Acc 0.9425 | Time(s) 0.0125
Epoch 00175 | Loss 0.1777 | Test Acc 0.9444 | Time(s) 0.0125
