Epoch 00000 | Loss 4.2464 | Test Acc 0.0424 | Time(s) nan
Epoch 00001 | Loss 4.1516 | Test Acc 0.0424 | Time(s) nan
Epoch 00002 | Loss 4.1124 | Test Acc 0.0614 | Time(s) nan
Epoch 00003 | Loss 3.9863 | Test Acc 0.0583 | Time(s) 0.0272
Epoch 00004 | Loss 4.0077 | Test Acc 0.0583 | Time(s) 0.0266
Epoch 00005 | Loss 3.9581 | Test Acc 0.0583 | Time(s) 0.0264
Epoch 00006 | Loss 3.8812 | Test Acc 0.0841 | Time(s) 0.0264
Epoch 00007 | Loss 3.7636 | Test Acc 0.0841 | Time(s) 0.0264
Epoch 00008 | Loss 3.6108 | Test Acc 0.1066 | Time(s) 0.0264
Epoch 00009 | Loss 3.4799 | Test Acc 0.1079 | Time(s) 0.0264
Epoch 00010 | Loss 3.3444 | Test Acc 0.1882 | Time(s) 0.0264
Epoch 00011 | Loss 3.1859 | Test Acc 0.2114 | Time(s) 0.0263
Epoch 00012 | Loss 3.0129 | Test Acc 0.2571 | Time(s) 0.0268
Epoch 00013 | Loss 2.8437 | Test Acc 0.3142 | Time(s) 0.0272
Epoch 00014 | Loss 2.6440 | Test Acc 0.3761 | Time(s) 0.0275
Epoch 00015 | Loss 2.4707 | Test Acc 0.4062 | Time(s) 0.0275
Epoch 00016 | Loss 2.2894 | Test Acc 0.4175 | Time(s) 0.0275
Epoch 00017 | Loss 2.2274 | Test Acc 0.3423 | Time(s) 0.0275
Epoch 00018 | Loss 2.3332 | Test Acc 0.4393 | Time(s) 0.0275
Epoch 00019 | Loss 2.0445 | Test Acc 0.4332 | Time(s) 0.0275
Epoch 00020 | Loss 2.0169 | Test Acc 0.4686 | Time(s) 0.0277
Epoch 00021 | Loss 1.8447 | Test Acc 0.4607 | Time(s) 0.0277
Epoch 00022 | Loss 1.8498 | Test Acc 0.4824 | Time(s) 0.0278
Epoch 00023 | Loss 1.7066 | Test Acc 0.4809 | Time(s) 0.0283
Epoch 00024 | Loss 1.6721 | Test Acc 0.5183 | Time(s) 0.0282
Epoch 00025 | Loss 1.5937 | Test Acc 0.5299 | Time(s) 0.0282
Epoch 00026 | Loss 1.5301 | Test Acc 0.5370 | Time(s) 0.0281
Epoch 00027 | Loss 1.4723 | Test Acc 0.5562 | Time(s) 0.0280
Epoch 00028 | Loss 1.3962 | Test Acc 0.5562 | Time(s) 0.0279
Epoch 00029 | Loss 1.3533 | Test Acc 0.5484 | Time(s) 0.0278
Epoch 00030 | Loss 1.3063 | Test Acc 0.5759 | Time(s) 0.0278
Epoch 00031 | Loss 1.2461 | Test Acc 0.5900 | Time(s) 0.0277
Epoch 00032 | Loss 1.1936 | Test Acc 0.5921 | Time(s) 0.0277
Epoch 00033 | Loss 1.1694 | Test Acc 0.6029 | Time(s) 0.0276
Epoch 00034 | Loss 1.1180 | Test Acc 0.6014 | Time(s) 0.0275
Epoch 00035 | Loss 1.0797 | Test Acc 0.6133 | Time(s) 0.0275
Epoch 00036 | Loss 1.0389 | Test Acc 0.6125 | Time(s) 0.0275
Epoch 00037 | Loss 1.0152 | Test Acc 0.6168 | Time(s) 0.0274
Epoch 00038 | Loss 0.9797 | Test Acc 0.6183 | Time(s) 0.0274
Epoch 00039 | Loss 0.9467 | Test Acc 0.6234 | Time(s) 0.0273
Epoch 00040 | Loss 0.9188 | Test Acc 0.6272 | Time(s) 0.0273
Epoch 00041 | Loss 0.8931 | Test Acc 0.6254 | Time(s) 0.0273
Epoch 00042 | Loss 0.8703 | Test Acc 0.6289 | Time(s) 0.0273
Epoch 00043 | Loss 0.8423 | Test Acc 0.6292 | Time(s) 0.0272
Epoch 00044 | Loss 0.8188 | Test Acc 0.6284 | Time(s) 0.0272
Epoch 00045 | Loss 0.8030 | Test Acc 0.6315 | Time(s) 0.0272
Epoch 00046 | Loss 0.7772 | Test Acc 0.6310 | Time(s) 0.0271
Epoch 00047 | Loss 0.7663 | Test Acc 0.6181 | Time(s) 0.0271
