Epoch 00000 | Loss 1.7923 | Test Acc 0.1810 | Time(s) nan
Epoch 00001 | Loss 1.7806 | Test Acc 0.3440 | Time(s) nan
Epoch 00002 | Loss 1.7341 | Test Acc 0.4080 | Time(s) nan
Epoch 00003 | Loss 1.6333 | Test Acc 0.4550 | Time(s) 0.0108
Epoch 00004 | Loss 1.4638 | Test Acc 0.5190 | Time(s) 0.0106
Epoch 00005 | Loss 1.2251 | Test Acc 0.5540 | Time(s) 0.0104
Epoch 00006 | Loss 0.9443 | Test Acc 0.6480 | Time(s) 0.0104
Epoch 00007 | Loss 0.6728 | Test Acc 0.6520 | Time(s) 0.0103
Epoch 00008 | Loss 0.4351 | Test Acc 0.6420 | Time(s) 0.0103
Epoch 00009 | Loss 0.2631 | Test Acc 0.6290 | Time(s) 0.0103
Epoch 00010 | Loss 0.1545 | Test Acc 0.6390 | Time(s) 0.0103
Epoch 00011 | Loss 0.0911 | Test Acc 0.6310 | Time(s) 0.0103
Epoch 00012 | Loss 0.0504 | Test Acc 0.6050 | Time(s) 0.0103
Epoch 00013 | Loss 0.0285 | Test Acc 0.6020 | Time(s) 0.0103
Epoch 00014 | Loss 0.0164 | Test Acc 0.5970 | Time(s) 0.0103
Epoch 00015 | Loss 0.0098 | Test Acc 0.5940 | Time(s) 0.0102
Epoch 00016 | Loss 0.0057 | Test Acc 0.5960 | Time(s) 0.0102
Epoch 00017 | Loss 0.0032 | Test Acc 0.6050 | Time(s) 0.0102
Epoch 00018 | Loss 0.0017 | Test Acc 0.6100 | Time(s) 0.0102
Epoch 00019 | Loss 0.0009 | Test Acc 0.6220 | Time(s) 0.0102
Epoch 00020 | Loss 0.0005 | Test Acc 0.6230 | Time(s) 0.0102
Epoch 00021 | Loss 0.0003 | Test Acc 0.6290 | Time(s) 0.0102
Epoch 00022 | Loss 0.0002 | Test Acc 0.6310 | Time(s) 0.0101
Epoch 00023 | Loss 0.0001 | Test Acc 0.6320 | Time(s) 0.0101
Epoch 00024 | Loss 0.0001 | Test Acc 0.6320 | Time(s) 0.0101
Epoch 00025 | Loss 0.0000 | Test Acc 0.6370 | Time(s) 0.0101
Epoch 00026 | Loss 0.0000 | Test Acc 0.6370 | Time(s) 0.0101
Epoch 00027 | Loss 0.0000 | Test Acc 0.6410 | Time(s) 0.0101
Epoch 00028 | Loss 0.0000 | Test Acc 0.6440 | Time(s) 0.0101
Epoch 00029 | Loss 0.0000 | Test Acc 0.6460 | Time(s) 0.0101
Epoch 00030 | Loss 0.0000 | Test Acc 0.6440 | Time(s) 0.0101
Epoch 00031 | Loss 0.0000 | Test Acc 0.6450 | Time(s) 0.0101
Epoch 00032 | Loss 0.0000 | Test Acc 0.6450 | Time(s) 0.0101
Epoch 00033 | Loss 0.0000 | Test Acc 0.6450 | Time(s) 0.0101
Epoch 00034 | Loss 0.0000 | Test Acc 0.6450 | Time(s) 0.0101
Epoch 00035 | Loss 0.0000 | Test Acc 0.6440 | Time(s) 0.0102
Epoch 00036 | Loss 0.0000 | Test Acc 0.6440 | Time(s) 0.0102
Epoch 00037 | Loss 0.0000 | Test Acc 0.6430 | Time(s) 0.0102
Epoch 00038 | Loss 0.0000 | Test Acc 0.6420 | Time(s) 0.0102
Epoch 00039 | Loss 0.0000 | Test Acc 0.6430 | Time(s) 0.0102
Epoch 00040 | Loss 0.0000 | Test Acc 0.6410 | Time(s) 0.0102
Epoch 00041 | Loss 0.0000 | Test Acc 0.6410 | Time(s) 0.0102
Epoch 00042 | Loss 0.0000 | Test Acc 0.6410 | Time(s) 0.0102
Epoch 00043 | Loss 0.0000 | Test Acc 0.6410 | Time(s) 0.0103
Epoch 00044 | Loss 0.0000 | Test Acc 0.6410 | Time(s) 0.0103
Epoch 00045 | Loss 0.0000 | Test Acc 0.6420 | Time(s) 0.0103
Epoch 00046 | Loss 0.0000 | Test Acc 0.6420 | Time(s) 0.0103
Epoch 00047 | Loss 0.0000 | Test Acc 0.6420 | Time(s) 0.0103
Epoch 00048 | Loss 0.0000 | Test Acc 0.6420 | Time(s) 0.0103
Epoch 00049 | Loss 0.0000 | Test Acc 0.6420 | Time(s) 0.0103
