Epoch 00000 | Loss 2.7200 | Test Acc 0.1192 | Time(s) nan
Epoch 00001 | Loss 2.1230 | Test Acc 0.4551 | Time(s) nan
Epoch 00002 | Loss 1.9551 | Test Acc 0.6016 | Time(s) nan
Epoch 00003 | Loss 1.2965 | Test Acc 0.6880 | Time(s) 0.0188
Epoch 00004 | Loss 1.1509 | Test Acc 0.8039 | Time(s) 0.0206
Epoch 00005 | Loss 0.8777 | Test Acc 0.8050 | Time(s) 0.0200
Epoch 00006 | Loss 0.7508 | Test Acc 0.8525 | Time(s) 0.0199
Epoch 00007 | Loss 0.5888 | Test Acc 0.8566 | Time(s) 0.0198
Epoch 00008 | Loss 0.5832 | Test Acc 0.8800 | Time(s) 0.0196
Epoch 00009 | Loss 0.4995 | Test Acc 0.8778 | Time(s) 0.0195
Epoch 00010 | Loss 0.4909 | Test Acc 0.8822 | Time(s) 0.0195
Epoch 00011 | Loss 0.4746 | Test Acc 0.8983 | Time(s) 0.0194
Epoch 00012 | Loss 0.4323 | Test Acc 0.8988 | Time(s) 0.0193
Epoch 00013 | Loss 0.4075 | Test Acc 0.9021 | Time(s) 0.0193
Epoch 00014 | Loss 0.3890 | Test Acc 0.9021 | Time(s) 0.0192
Epoch 00015 | Loss 0.3681 | Test Acc 0.9059 | Time(s) 0.0192
Epoch 00016 | Loss 0.3506 | Test Acc 0.9138 | Time(s) 0.0192
Epoch 00017 | Loss 0.3255 | Test Acc 0.9149 | Time(s) 0.0192
Epoch 00018 | Loss 0.3229 | Test Acc 0.9127 | Time(s) 0.0191
Epoch 00019 | Loss 0.3082 | Test Acc 0.9155 | Time(s) 0.0191
Epoch 00020 | Loss 0.2934 | Test Acc 0.9176 | Time(s) 0.0191
Epoch 00021 | Loss 0.2832 | Test Acc 0.9179 | Time(s) 0.0191
Epoch 00022 | Loss 0.2738 | Test Acc 0.9149 | Time(s) 0.0190
Epoch 00023 | Loss 0.2622 | Test Acc 0.9174 | Time(s) 0.0190
Epoch 00024 | Loss 0.2557 | Test Acc 0.9182 | Time(s) 0.0190
Epoch 00025 | Loss 0.2503 | Test Acc 0.9198 | Time(s) 0.0190
Epoch 00026 | Loss 0.2428 | Test Acc 0.9204 | Time(s) 0.0190
Epoch 00027 | Loss 0.2387 | Test Acc 0.9190 | Time(s) 0.0190
Epoch 00028 | Loss 0.2352 | Test Acc 0.9193 | Time(s) 0.0190
Epoch 00029 | Loss 0.2298 | Test Acc 0.9176 | Time(s) 0.0190
Epoch 00030 | Loss 0.2258 | Test Acc 0.9204 | Time(s) 0.0190
Epoch 00031 | Loss 0.2217 | Test Acc 0.9212 | Time(s) 0.0190
Epoch 00032 | Loss 0.2171 | Test Acc 0.9215 | Time(s) 0.0190
Epoch 00033 | Loss 0.2136 | Test Acc 0.9236 | Time(s) 0.0190
Epoch 00034 | Loss 0.2097 | Test Acc 0.9250 | Time(s) 0.0190
Epoch 00035 | Loss 0.2051 | Test Acc 0.9256 | Time(s) 0.0190
Epoch 00036 | Loss 0.2014 | Test Acc 0.9247 | Time(s) 0.0190
Epoch 00037 | Loss 0.1971 | Test Acc 0.9256 | Time(s) 0.0190
Epoch 00038 | Loss 0.1931 | Test Acc 0.9264 | Time(s) 0.0190
Epoch 00039 | Loss 0.1895 | Test Acc 0.9280 | Time(s) 0.0190
Epoch 00040 | Loss 0.1863 | Test Acc 0.9277 | Time(s) 0.0190
Epoch 00041 | Loss 0.1829 | Test Acc 0.9247 | Time(s) 0.0191
Epoch 00042 | Loss 0.1804 | Test Acc 0.9228 | Time(s) 0.0191
Epoch 00043 | Loss 0.1786 | Test Acc 0.9236 | Time(s) 0.0190
Epoch 00044 | Loss 0.1766 | Test Acc 0.9231 | Time(s) 0.0191
Epoch 00045 | Loss 0.1719 | Test Acc 0.9245 | Time(s) 0.0191
Epoch 00046 | Loss 0.1652 | Test Acc 0.9239 | Time(s) 0.0190
Epoch 00047 | Loss 0.1624 | Test Acc 0.9228 | Time(s) 0.0190
Epoch 00048 | Loss 0.1621 | Test Acc 0.9247 | Time(s) 0.0190
Epoch 00049 | Loss 0.1573 | Test Acc 0.9247 | Time(s) 0.0190
Epoch 00050 | Loss 0.1514 | Test Acc 0.9250 | Time(s) 0.0190
Epoch 00051 | Loss 0.1505 | Test Acc 0.9239 | Time(s) 0.0190
Epoch 00052 | Loss 0.1484 | Test Acc 0.9275 | Time(s) 0.0190
Epoch 00053 | Loss 0.1434 | Test Acc 0.9250 | Time(s) 0.0190
Epoch 00054 | Loss 0.1395 | Test Acc 0.9245 | Time(s) 0.0190
Epoch 00055 | Loss 0.1380 | Test Acc 0.9217 | Time(s) 0.0190
Epoch 00056 | Loss 0.1371 | Test Acc 0.9228 | Time(s) 0.0190
Epoch 00057 | Loss 0.1335 | Test Acc 0.9231 | Time(s) 0.0190
Epoch 00058 | Loss 0.1306 | Test Acc 0.9187 | Time(s) 0.0190
Epoch 00059 | Loss 0.1342 | Test Acc 0.9201 | Time(s) 0.0190
