Epoch 00000 | Loss 1.9464 | Test Acc 0.1490 | Time(s) nan
Epoch 00001 | Loss 1.9394 | Test Acc 0.2720 | Time(s) nan
Epoch 00002 | Loss 1.9162 | Test Acc 0.2060 | Time(s) nan
Epoch 00003 | Loss 1.8681 | Test Acc 0.4530 | Time(s) 0.0100
Epoch 00004 | Loss 1.7853 | Test Acc 0.6770 | Time(s) 0.0101
Epoch 00005 | Loss 1.6585 | Test Acc 0.6540 | Time(s) 0.0101
Epoch 00006 | Loss 1.4741 | Test Acc 0.6920 | Time(s) 0.0101
Epoch 00007 | Loss 1.2380 | Test Acc 0.7640 | Time(s) 0.0101
Epoch 00008 | Loss 0.9633 | Test Acc 0.7940 | Time(s) 0.0101
Epoch 00009 | Loss 0.6871 | Test Acc 0.7950 | Time(s) 0.0102
Epoch 00010 | Loss 0.4502 | Test Acc 0.7960 | Time(s) 0.0102
Epoch 00011 | Loss 0.2764 | Test Acc 0.7770 | Time(s) 0.0102
Epoch 00012 | Loss 0.1661 | Test Acc 0.8090 | Time(s) 0.0106
Epoch 00013 | Loss 0.1046 | Test Acc 0.7600 | Time(s) 0.0106
Epoch 00014 | Loss 0.0759 | Test Acc 0.7880 | Time(s) 0.0106
Epoch 00015 | Loss 0.0434 | Test Acc 0.8150 | Time(s) 0.0106
Epoch 00016 | Loss 0.0307 | Test Acc 0.8080 | Time(s) 0.0106
Epoch 00017 | Loss 0.0174 | Test Acc 0.7780 | Time(s) 0.0106
Epoch 00018 | Loss 0.0097 | Test Acc 0.7630 | Time(s) 0.0106
Epoch 00019 | Loss 0.0081 | Test Acc 0.7780 | Time(s) 0.0106
Epoch 00020 | Loss 0.0034 | Test Acc 0.7770 | Time(s) 0.0106
Epoch 00021 | Loss 0.0020 | Test Acc 0.7730 | Time(s) 0.0106
Epoch 00022 | Loss 0.0025 | Test Acc 0.7820 | Time(s) 0.0106
Epoch 00023 | Loss 0.0013 | Test Acc 0.7850 | Time(s) 0.0106
Epoch 00024 | Loss 0.0015 | Test Acc 0.7880 | Time(s) 0.0107
Epoch 00025 | Loss 0.0011 | Test Acc 0.7890 | Time(s) 0.0106
Epoch 00026 | Loss 0.0010 | Test Acc 0.7880 | Time(s) 0.0106
Epoch 00027 | Loss 0.0003 | Test Acc 0.7870 | Time(s) 0.0106
Epoch 00028 | Loss 0.0002 | Test Acc 0.7860 | Time(s) 0.0106
Epoch 00029 | Loss 0.0003 | Test Acc 0.7900 | Time(s) 0.0106
Epoch 00030 | Loss 0.0002 | Test Acc 0.7870 | Time(s) 0.0106
Epoch 00031 | Loss 0.0001 | Test Acc 0.7860 | Time(s) 0.0106
Epoch 00032 | Loss 0.0001 | Test Acc 0.7890 | Time(s) 0.0106
Epoch 00033 | Loss 0.0001 | Test Acc 0.7890 | Time(s) 0.0106
Epoch 00034 | Loss 0.0000 | Test Acc 0.7850 | Time(s) 0.0106
Epoch 00035 | Loss 0.0000 | Test Acc 0.7840 | Time(s) 0.0106
Epoch 00036 | Loss 0.0000 | Test Acc 0.7830 | Time(s) 0.0106
Epoch 00037 | Loss 0.0000 | Test Acc 0.7820 | Time(s) 0.0106
Epoch 00038 | Loss 0.0000 | Test Acc 0.7800 | Time(s) 0.0107
